z,qc,fs,u2
16.55,0.59,0.0119,0.505
16.56,0.59,0.012,0.502
16.57,0.59,0.012,0.503
16.58,0.59,0.012,0.503
16.59,0.59,0.012,0.507
16.6,0.59,0.012,0.51
16.61,0.59,0.012,0.511
16.62,0.59,0.012,0.511
16.63,0.59,0.0118,0.514
16.64,0.6,0.012,0.515
16.65,0.6,0.012,0.516
16.66,0.6,0.012,0.515
16.67,0.6,0.012,0.516
16.68,0.6,0.0125,0.518
16.69,0.6,0.0123,0.519
16.7,0.61,0.0116,0.515
16.71,0.61,0.0117,0.515
16.72,0.61,0.0117,0.515
16.73,0.6,0.0121,0.512
16.74,0.6,0.0121,0.515
16.75,0.61,0.0117,0.516
16.76,0.61,0.0118,0.516
16.77,0.61,0.0114,0.518
16.78,0.61,0.0113,0.526
16.79,0.61,0.0113,0.526
16.8,0.61,0.0115,0.519
16.81,0.61,0.0115,0.519
16.82,0.61,0.0114,0.514
16.83,0.61,0.0113,0.512
16.84,0.61,0.0117,0.514
16.85,0.61,0.012,0.518
16.86,0.61,0.012,0.516
16.87,0.61,0.0116,0.524
16.89,0.61,0.0115,0.526
16.89,0.61,0.0115,0.526
16.9,0.61,0.0117,0.52
16.91,0.6,0.0117,0.52
16.92,0.6,0.0119,0.518
16.93,0.6,0.0119,0.518
16.94,0.6,0.0122,0.519
16.95,0.61,0.0124,0.52
16.96,0.6,0.0124,0.523
16.97,0.61,0.0122,0.524
16.98,0.61,0.0123,0.524
16.99,0.6,0.012,0.523
17,0.61,0.0116,0.523
17.01,0.61,0.0116,0.52
17.02,0.61,0.0118,0.52
17.03,0.61,0.0119,0.515
17.04,0.61,0.0116,0.514
17.05,0.62,0.0117,0.51
17.06,0.62,0.0117,0.51
17.07,0.61,0.0119,0.514
17.08,0.61,0.012,0.518
17.09,0.61,0.0122,0.518
17.1,0.61,0.0122,0.518
17.11,0.61,0.0124,0.516
17.12,0.61,0.0125,0.519
17.13,0.61,0.0127,0.52
17.14,0.61,0.0127,0.524
17.15,0.61,0.0127,0.524
17.16,0.61,0.0128,0.527
17.17,0.61,0.0127,0.531
17.18,0.61,0.0127,0.532
17.19,0.62,0.0125,0.528
17.2,0.62,0.0125,0.528
17.21,0.61,0.0126,0.523
17.22,0.61,0.0127,0.523
17.23,0.61,0.0127,0.523
17.24,0.63,0.0128,0.523
17.25,0.63,0.0128,0.522
17.26,0.64,0.0125,0.534
17.27,0.64,0.0125,0.534
17.28,0.63,0.0124,0.536
17.29,0.62,0.0129,0.538
17.3,0.61,0.0132,0.531
17.31,0.62,0.013,0.527
17.32,0.63,0.013,0.528
17.33,0.63,0.013,0.534
17.34,0.64,0.0126,0.539
17.35,0.64,0.0126,0.542
17.36,0.64,0.0124,0.542
17.37,0.63,0.012,0.54
17.38,0.63,0.0117,0.539
17.39,0.63,0.0116,0.535
17.4,0.63,0.0116,0.53
17.41,0.64,0.0115,0.53
17.42,0.65,0.0116,0.539
17.43,0.65,0.0118,0.543
17.44,0.65,0.0116,0.543
17.45,0.65,0.0116,0.544
17.46,0.66,0.0117,0.55
17.47,0.65,0.0122,0.539
17.48,0.64,0.0124,0.532
17.49,0.64,0.0123,0.534
17.5,0.64,0.0128,0.531
17.51,0.64,0.0132,0.534
17.52,0.65,0.013,0.539
17.53,0.65,0.0126,0.546
17.54,0.64,0.0126,0.547
17.55,0.64,0.0126,0.547
17.56,0.65,0.013,0.543
17.57,0.65,0.013,0.54
17.58,0.64,0.0125,0.542
17.59,0.64,0.0125,0.543
17.6,0.65,0.0125,0.543
17.61,0.66,0.0128,0.547
17.62,0.66,0.0128,0.548
17.63,0.65,0.0128,0.55
17.64,0.65,0.0128,0.55
17.65,0.66,0.0127,0.546
17.66,0.66,0.0127,0.546
17.67,0.65,0.0126,0.54
17.68,0.66,0.0125,0.551
17.69,0.66,0.0122,0.554
17.7,0.65,0.0122,0.555
17.71,0.65,0.0121,0.55
17.72,0.65,0.0121,0.55
17.73,0.65,0.0121,0.547
17.74,0.65,0.0121,0.542
17.75,0.66,0.0123,0.544
17.76,0.65,0.0123,0.544
17.77,0.66,0.0125,0.548
17.78,0.65,0.0127,0.552
17.79,0.65,0.0128,0.547
17.8,0.64,0.0131,0.544
17.81,0.64,0.0131,0.544
17.82,0.64,0.0133,0.546
17.83,0.64,0.0134,0.546
17.84,0.64,0.0131,0.548
17.85,0.64,0.0129,0.548
17.86,0.64,0.0127,0.55
17.87,0.64,0.0126,0.55
17.88,0.64,0.0125,0.551
17.89,0.65,0.0125,0.551
17.9,0.65,0.0125,0.551
17.91,0.65,0.0127,0.546
17.92,0.65,0.0127,0.542
17.93,0.65,0.0127,0.542
17.94,0.65,0.0127,0.544
17.95,0.65,0.0125,0.547
17.96,0.66,0.0122,0.539
17.97,0.67,0.0121,0.54
17.98,0.67,0.0121,0.54
17.99,0.66,0.0125,0.542
18,0.65,0.0127,0.543
18.01,0.65,0.0127,0.542
18.02,0.65,0.013,0.539
18.03,0.65,0.013,0.539
18.04,0.66,0.0127,0.536
18.05,0.65,0.0127,0.538
18.06,0.65,0.0127,0.544
18.07,0.65,0.0132,0.547
18.08,0.65,0.0132,0.546
18.09,0.65,0.0133,0.546
18.1,0.66,0.0132,0.554
18.11,0.66,0.0132,0.554
18.12,0.66,0.0132,0.551
18.13,0.66,0.0132,0.55
18.14,0.65,0.0135,0.551
18.15,0.65,0.0135,0.551
18.16,0.65,0.0136,0.546
18.17,0.65,0.0139,0.546
18.18,0.65,0.0134,0.548
18.19,0.66,0.0129,0.551
18.2,0.66,0.0128,0.55
18.21,0.67,0.0128,0.555
18.22,0.65,0.0128,0.56
18.23,0.65,0.0128,0.55
18.24,0.65,0.0129,0.551
18.25,0.65,0.0131,0.547
18.26,0.65,0.0131,0.554
18.27,0.65,0.0126,0.554
18.28,0.65,0.0126,0.562
18.29,0.67,0.0123,0.563
18.3,0.67,0.0121,0.566
18.31,0.67,0.012,0.571
18.32,0.67,0.012,0.571
18.33,0.67,0.012,0.572
18.34,0.67,0.012,0.567
18.35,0.67,0.0123,0.564
18.36,0.67,0.0123,0.568
18.37,0.66,0.0123,0.568
18.38,0.66,0.0122,0.562
18.39,0.67,0.012,0.56
18.4,0.67,0.0119,0.558
18.41,0.67,0.0124,0.563
18.42,0.67,0.0124,0.563
18.43,0.67,0.0124,0.572
18.44,0.67,0.0124,0.576
18.45,0.67,0.0124,0.574
18.46,0.67,0.0126,0.572
18.47,0.67,0.0126,0.572
18.48,0.67,0.0128,0.575
18.49,0.67,0.0128,0.575
18.5,0.67,0.0125,0.571
18.51,0.67,0.0122,0.576
18.52,0.67,0.0122,0.576
18.53,0.67,0.0122,0.575
18.54,0.67,0.0122,0.575
18.55,0.67,0.012,0.574
18.56,0.67,0.0119,0.58
18.57,0.67,0.0118,0.578
18.58,0.67,0.0119,0.579
18.59,0.67,0.0119,0.579
18.6,0.67,0.0119,0.583
18.61,0.68,0.012,0.582
18.62,0.67,0.0121,0.579
18.63,0.67,0.0121,0.579
18.64,0.67,0.0123,0.578
18.65,0.67,0.0122,0.58
18.66,0.67,0.0123,0.574
18.67,0.67,0.0124,0.578
18.68,0.67,0.0123,0.578
18.69,0.67,0.0125,0.582
18.7,0.68,0.0122,0.58
18.71,0.69,0.0121,0.579
18.72,0.69,0.0121,0.582
18.73,0.69,0.0122,0.582
18.74,0.68,0.0123,0.586
18.75,0.67,0.0127,0.58
18.76,0.67,0.0129,0.586
18.77,0.67,0.0129,0.586
18.78,0.67,0.0129,0.582
18.79,0.67,0.0131,0.579
18.8,0.67,0.0132,0.582
18.81,0.67,0.0132,0.582
18.82,0.68,0.0131,0.583
18.83,0.69,0.0126,0.588
18.84,0.69,0.0127,0.588
18.85,0.67,0.0129,0.584
18.86,0.67,0.0129,0.584
18.87,0.67,0.0131,0.58
18.88,0.68,0.013,0.584
18.89,0.68,0.013,0.592
18.9,0.68,0.0126,0.6
18.91,0.68,0.0126,0.6
18.92,0.67,0.0124,0.596
18.93,0.67,0.0124,0.596
18.94,0.67,0.0127,0.587
18.95,0.67,0.0128,0.582
18.96,0.68,0.0126,0.579
18.97,0.69,0.0124,0.587
18.98,0.69,0.0123,0.587
18.99,0.69,0.0121,0.59
19,0.67,0.0125,0.598
19.01,0.67,0.0125,0.587
19.02,0.67,0.0122,0.58
19.03,0.67,0.0122,0.58
19.04,0.67,0.0121,0.579
19.05,0.67,0.0119,0.576
19.06,0.67,0.0114,0.58
19.07,0.68,0.0114,0.57
19.08,0.68,0.0115,0.57
19.09,0.68,0.0116,0.584
19.1,0.68,0.0117,0.578
19.11,0.68,0.0117,0.584
19.12,0.69,0.012,0.584
19.13,0.69,0.012,0.579
19.14,0.69,0.0117,0.576
19.15,0.68,0.0116,0.555
19.16,0.68,0.0116,0.555
19.17,0.67,0.0117,0.564
19.18,0.67,0.0117,0.576
19.19,0.66,0.0119,0.599
19.2,0.67,0.0122,0.587
19.21,0.67,0.0122,0.587
19.22,0.67,0.0119,0.578
19.23,0.67,0.0119,0.583
19.24,0.67,0.012,0.578
19.25,0.67,0.012,0.578
19.26,0.67,0.012,0.556
19.27,0.67,0.0119,0.535
19.28,0.67,0.012,0.56
19.29,0.66,0.012,0.575
19.3,0.67,0.012,0.576
19.31,0.67,0.0118,0.555
19.32,0.67,0.0121,0.555
19.33,0.67,0.0121,0.558
19.34,0.67,0.0125,0.574
19.35,0.67,0.0125,0.574
19.36,0.67,0.0132,0.586
19.37,0.67,0.0134,0.592
19.38,0.67,0.0134,0.592
19.39,0.67,0.0138,0.607
19.4,0.69,0.0139,0.584
19.41,0.74,0.0142,0.566
19.42,0.85,0.0142,0.558
19.43,0.85,0.0142,0.556
19.44,0.91,0.0135,0.534
19.45,0.95,0.0132,0.471
19.46,0.98,0.0129,0.393
19.47,0.98,0.0129,0.393
19.48,0.96,0.0141,0.326
19.49,0.91,0.0151,0.289
19.5,0.91,0.0181,0.377
19.51,0.8,0.021,0.498
19.52,0.8,0.021,0.498
19.53,0.78,0.0203,0.58
19.54,0.79,0.0203,0.58
19.55,0.79,0.019,0.559
19.56,0.8,0.0168,0.546
19.57,0.8,0.0168,0.546
19.58,0.81,0.0166,0.564
19.59,0.79,0.0164,0.551
19.6,0.79,0.0164,0.551
19.61,0.79,0.0164,0.538
19.62,0.77,0.0164,0.531
19.63,0.76,0.0167,0.532
19.64,0.74,0.0167,0.532
19.65,0.73,0.0174,0.547
19.66,0.73,0.0182,0.532
19.67,0.7,0.0188,0.499
19.68,0.7,0.0186,0.483
19.69,0.7,0.0186,0.483
19.7,0.69,0.0186,0.479
19.71,0.68,0.0195,0.556
19.72,0.68,0.0202,0.598
19.73,0.66,0.0209,0.616
19.74,0.66,0.0209,0.616
19.75,0.66,0.0209,0.615
19.76,0.66,0.0208,0.608
19.77,0.66,0.0208,0.599
19.78,0.67,0.0201,0.587
19.79,0.67,0.0201,0.587
19.8,0.68,0.0198,0.576
19.81,0.69,0.0195,0.579
19.82,0.69,0.0195,0.579
19.83,0.68,0.019,0.558
19.84,0.69,0.0186,0.57
19.85,0.68,0.0186,0.572
19.86,0.67,0.0185,0.572
19.87,0.68,0.0187,0.57
19.88,0.69,0.0186,0.574
19.89,0.69,0.0185,0.576
19.9,0.69,0.0182,0.574
19.91,0.69,0.0182,0.574
19.92,0.69,0.0182,0.566
19.93,0.7,0.0182,0.578
19.94,0.69,0.0182,0.583
19.95,0.7,0.0182,0.563
19.96,0.7,0.0182,0.563
19.97,0.7,0.0179,0.563
19.98,0.69,0.0178,0.542
19.99,0.69,0.0178,0.576
20,0.69,0.0177,0.576
20.01,0.69,0.0176,0.578
20.02,0.69,0.0175,0.567
20.03,0.69,0.0172,0.595
20.04,0.69,0.0172,0.596
20.05,0.69,0.0173,0.595
20.06,0.69,0.0172,0.59
20.07,0.7,0.017,0.591
20.08,0.69,0.0169,0.591
20.09,0.69,0.0167,0.583
20.1,0.7,0.0165,0.582
20.11,0.7,0.0164,0.594
20.12,0.71,0.0166,0.599
20.13,0.71,0.0166,0.599
20.14,0.71,0.0171,0.595
20.15,0.72,0.0171,0.6
20.16,0.72,0.0171,0.592
