z,qc,fs,u2
1.24,0.08,0.0019,0.044
1.25,0.08,0.002,0.044
1.26,0.08,0.002,0.044
1.27,0.08,0.0019,0.044
1.28,0.08,0.0019,0.044
1.29,0.08,0.0019,0.044
1.3,0.08,0.0019,0.044
1.31,0.08,0.0019,0.045
1.32,0.08,0.002,0.045
1.33,0.08,0.002,0.045
1.34,0.08,0.002,0.045
1.35,0.08,0.002,0.045
1.36,0.08,0.002,0.047
1.37,0.08,0.0021,0.047
1.38,0.08,0.002,0.047
1.39,0.08,0.002,0.047
1.4,0.09,0.0021,0.047
1.41,0.08,0.002,0.048
1.42,0.09,0.0021,0.048
1.43,0.09,0.0021,0.048
1.44,0.09,0.0021,0.049
1.45,0.09,0.0021,0.049
1.46,0.09,0.0021,0.051
1.47,0.09,0.0022,0.051
1.48,0.09,0.0022,0.051
1.49,0.09,0.0023,0.051
1.5,0.09,0.0023,0.051
1.51,0.1,0.0023,0.052
1.52,0.09,0.0023,0.052
1.53,0.1,0.0023,0.052
1.54,0.1,0.0023,0.053
1.55,0.1,0.0024,0.053
1.56,0.1,0.0024,0.052
1.57,0.1,0.0023,0.052
1.58,0.1,0.0024,0.053
1.59,0.1,0.0024,0.053
1.6,0.1,0.0024,0.055
1.61,0.1,0.0024,0.055
1.62,0.1,0.0023,0.055
1.63,0.1,0.0023,0.056
1.64,0.1,0.0023,0.056
1.65,0.1,0.0023,0.056
1.66,0.1,0.0024,0.057
1.67,0.1,0.0023,0.059
1.68,0.1,0.0023,0.059
1.69,0.1,0.0024,0.057
1.7,0.1,0.0025,0.059
1.71,0.11,0.0025,0.059
1.72,0.11,0.0025,0.059
1.73,0.1,0.0026,0.059
1.74,0.1,0.0026,0.059
1.75,0.1,0.0026,0.06
1.76,0.1,0.0025,0.061
1.77,0.1,0.0025,0.061
1.78,0.1,0.0025,0.063
1.79,0.1,0.0026,0.063
1.8,0.09,0.0026,0.063
1.81,0.09,0.0026,0.064
1.82,0.1,0.0026,0.063
1.83,0.1,0.0026,0.064
1.84,0.1,0.0026,0.064
1.85,0.1,0.0025,0.064
1.86,0.1,0.0025,0.064
1.87,0.1,0.0024,0.065
1.88,0.09,0.0025,0.064
1.89,0.09,0.0024,0.065
1.9,0.1,0.0024,0.064
1.91,0.09,0.0023,0.067
1.92,0.09,0.0023,0.068
1.93,0.09,0.0023,0.068
1.94,0.09,0.0023,0.068
1.95,0.09,0.0023,0.069
1.96,0.09,0.0023,0.069
1.97,0.09,0.0023,0.071
1.98,0.1,0.0022,0.071
1.99,0.1,0.0022,0.069
2,0.1,0.0022,0.069
2.01,0.1,0.0021,0.071
2.02,0.1,0.0021,0.071
2.03,0.09,0.002,0.071
2.04,0.09,0.0021,0.071
2.05,0.1,0.0021,0.072
2.06,0.1,0.002,0.071
2.07,0.1,0.002,0.071
2.08,0.09,0.0019,0.069
2.09,0.1,0.0019,0.072
2.1,0.1,0.0019,0.073
2.11,0.09,0.0018,0.075
2.12,0.09,0.0018,0.075
2.13,0.1,0.0018,0.075
2.14,0.1,0.0019,0.075
2.15,0.1,0.0019,0.073
2.16,0.1,0.0019,0.073
2.17,0.1,0.0018,0.075
2.18,0.1,0.0018,0.075
2.19,0.1,0.0018,0.076
2.2,0.1,0.0018,0.076
2.21,0.1,0.0018,0.075
2.22,0.1,0.0018,0.076
2.23,0.1,0.0018,0.076
2.24,0.1,0.0018,0.077
2.25,0.1,0.0018,0.077
2.26,0.1,0.0018,0.076
2.27,0.1,0.0018,0.077
2.28,0.1,0.0018,0.077
2.29,0.1,0.0019,0.077
2.3,0.1,0.0019,0.077
2.31,0.1,0.0019,0.079
2.32,0.1,0.002,0.077
2.33,0.1,0.002,0.077
2.34,0.1,0.002,0.076
2.35,0.11,0.002,0.077
2.36,0.12,0.002,0.077
2.37,0.12,0.002,0.079
2.38,0.12,0.002,0.079
2.39,0.11,0.0019,0.079
2.4,0.12,0.002,0.08
2.41,0.12,0.002,0.08
2.42,0.12,0.002,0.08
2.43,0.12,0.0021,0.08
2.44,0.12,0.0021,0.08
2.45,0.12,0.0021,0.08
2.46,0.12,0.0021,0.083
2.47,0.12,0.0021,0.083
2.48,0.12,0.0022,0.084
2.49,0.12,0.0021,0.084
2.5,0.12,0.0021,0.084
2.51,0.12,0.0022,0.084
2.52,0.12,0.0023,0.084
2.53,0.12,0.0023,0.084
2.54,0.13,0.0023,0.084
2.55,0.13,0.0023,0.084
2.56,0.13,0.0023,0.085
2.57,0.14,0.0024,0.087
2.58,0.14,0.0025,0.088
2.59,0.14,0.0025,0.088
2.6,0.14,0.0026,0.088
2.62,0.14,0.0026,0.089
2.62,0.14,0.0025,0.091
2.63,0.14,0.0025,0.091
2.64,0.14,0.0025,0.091
2.65,0.14,0.0026,0.091
2.66,0.14,0.0026,0.091
2.67,0.14,0.0027,0.092
2.68,0.14,0.0027,0.092
2.69,0.13,0.0026,0.093
2.7,0.13,0.0026,0.095
2.71,0.13,0.0025,0.096
2.72,0.14,0.0025,0.096
2.73,0.13,0.0025,0.096
2.74,0.13,0.0026,0.097
2.75,0.14,0.0026,0.096
2.76,0.14,0.0026,0.096
2.77,0.13,0.0026,0.1
2.78,0.14,0.0027,0.1
2.79,0.14,0.0026,0.101
2.8,0.14,0.0026,0.104
2.81,0.14,0.0027,0.104
2.82,0.14,0.0027,0.106
2.83,0.14,0.0029,0.108
2.84,0.14,0.0029,0.108
2.85,0.14,0.0031,0.108
2.86,0.14,0.0031,0.105
2.87,0.14,0.0031,0.105
2.88,0.15,0.0032,0.104
2.89,0.16,0.0033,0.101
2.9,0.16,0.0033,0.101
2.91,0.16,0.0033,0.102
2.92,0.17,0.0032,0.104
2.93,0.18,0.0032,0.105
2.94,0.18,0.0032,0.113
2.95,0.18,0.0032,0.113
2.96,0.19,0.0033,0.108
2.97,0.19,0.0034,0.104
2.98,0.19,0.0035,0.108
2.99,0.19,0.0035,0.108
3,0.19,0.0036,0.113
3.01,0.19,0.0037,0.114
3.02,0.19,0.0038,0.116
3.03,0.19,0.0038,0.116
3.04,0.19,0.0041,0.116
3.05,0.2,0.0043,0.116
3.06,0.2,0.0043,0.117
3.07,0.19,0.0044,0.117
3.08,0.2,0.0044,0.117
3.09,0.21,0.0044,0.118
3.1,0.21,0.0045,0.118
3.11,0.21,0.0046,0.12
3.12,0.21,0.0046,0.12
3.13,0.21,0.0046,0.122
3.14,0.21,0.0046,0.124
3.15,0.22,0.0045,0.124
3.16,0.22,0.0045,0.128
3.17,0.22,0.0045,0.128
3.18,0.22,0.0047,0.129
3.19,0.21,0.0048,0.128
3.2,0.21,0.0048,0.128
3.21,0.21,0.0045,0.124
3.22,0.2,0.0045,0.108
3.23,0.2,0.0045,0.105
3.24,0.2,0.0042,0.116
3.25,0.19,0.0041,0.116
3.26,0.18,0.0041,0.102
3.27,0.18,0.0041,0.112
3.28,0.18,0.0041,0.124
3.29,0.18,0.0042,0.124
3.3,0.16,0.0042,0.132
3.31,0.16,0.0041,0.133
3.32,0.16,0.0041,0.133
3.33,0.16,0.0041,0.138
3.34,0.16,0.004,0.138
3.35,0.16,0.0038,0.132
3.36,0.16,0.0039,0.1
3.37,0.16,0.004,0.101
3.38,0.16,0.0041,0.117
3.39,0.16,0.0042,0.138
3.4,0.16,0.0042,0.14
3.41,0.16,0.0041,0.14
3.42,0.16,0.0041,0.138
3.43,0.15,0.004,0.126
3.44,0.16,0.004,0.136
3.45,0.16,0.004,0.136
3.46,0.16,0.0037,0.136
3.47,0.15,0.0037,0.133
3.48,0.16,0.0039,0.136
3.49,0.16,0.0039,0.136
3.5,0.15,0.0038,0.118
3.51,0.15,0.0037,0.118
3.53,0.15,0.0037,0.109
3.53,0.16,0.0037,0.116
3.54,0.16,0.0037,0.116
3.55,0.16,0.0034,0.117
3.56,0.16,0.0032,0.117
3.57,0.15,0.0032,0.122
3.58,0.15,0.003,0.125
3.59,0.15,0.0029,0.125
3.6,0.16,0.003,0.122
3.61,0.16,0.003,0.124
3.62,0.16,0.003,0.125
3.63,0.16,0.003,0.125
3.64,0.16,0.003,0.125
3.65,0.16,0.003,0.125
3.66,0.16,0.0029,0.125
3.67,0.16,0.0029,0.125
3.68,0.16,0.003,0.125
3.69,0.16,0.003,0.125
3.7,0.16,0.003,0.126
3.71,0.16,0.003,0.125
3.72,0.16,0.003,0.124
3.73,0.16,0.003,0.124
3.74,0.16,0.003,0.125
3.75,0.16,0.003,0.125
3.76,0.16,0.003,0.126
3.77,0.17,0.003,0.128
3.78,0.17,0.003,0.128
3.79,0.17,0.003,0.129
3.8,0.16,0.0031,0.129
3.81,0.17,0.0031,0.129
3.82,0.16,0.0031,0.129
3.83,0.17,0.0032,0.13
3.84,0.17,0.0032,0.13
3.85,0.16,0.0031,0.13
3.86,0.17,0.0033,0.129
3.87,0.16,0.0033,0.129
3.88,0.16,0.0033,0.129
3.89,0.16,0.0034,0.132
3.9,0.16,0.0034,0.132
3.91,0.16,0.0034,0.133
3.92,0.16,0.0035,0.133
3.93,0.16,0.0035,0.134
3.94,0.16,0.0037,0.134
3.95,0.16,0.0037,0.134
3.96,0.16,0.0037,0.136
3.97,0.16,0.0037,0.136
3.98,0.16,0.0037,0.138
3.99,0.16,0.0037,0.14
4,0.16,0.0037,0.138
4.01,0.16,0.0037,0.14
4.02,0.17,0.0038,0.14
4.03,0.16,0.0038,0.138
4.04,0.16,0.0037,0.14
4.05,0.16,0.0037,0.138
4.06,0.16,0.0036,0.14
4.07,0.17,0.0037,0.14
4.08,0.17,0.0036,0.138
4.09,0.17,0.0036,0.137
4.1,0.17,0.0036,0.137
4.11,0.17,0.0036,0.136
4.12,0.17,0.0035,0.136
4.13,0.17,0.0034,0.136
4.14,0.17,0.0034,0.136
4.15,0.17,0.0034,0.134
4.16,0.18,0.0035,0.134
4.17,0.17,0.0034,0.133
4.18,0.17,0.0033,0.133
4.19,0.17,0.0034,0.133
4.2,0.17,0.0034,0.133
4.21,0.18,0.0034,0.134
4.22,0.17,0.0035,0.136
4.23,0.17,0.0035,0.137
4.24,0.17,0.0034,0.137
4.25,0.17,0.0034,0.137
4.26,0.18,0.0034,0.138
4.27,0.17,0.0034,0.138
4.28,0.18,0.0033,0.141
4.29,0.18,0.0033,0.14
4.3,0.18,0.0034,0.141
4.31,0.18,0.0034,0.141
4.32,0.18,0.0034,0.141
4.33,0.18,0.0033,0.141
4.34,0.18,0.0033,0.142
4.35,0.18,0.0032,0.141
4.36,0.18,0.0032,0.142
4.37,0.18,0.0032,0.142
4.38,0.18,0.0033,0.141
4.39,0.18,0.0034,0.142
4.4,0.18,0.0034,0.142
4.41,0.17,0.0034,0.144
4.42,0.18,0.0035,0.145
4.43,0.18,0.0035,0.145
4.44,0.18,0.0035,0.142
4.45,0.18,0.0036,0.144
4.46,0.18,0.0036,0.145
4.47,0.17,0.0036,0.145
4.48,0.17,0.0035,0.146
4.49,0.18,0.0036,0.145
4.5,0.18,0.0036,0.148
4.51,0.18,0.0036,0.148
4.52,0.18,0.0035,0.148
4.53,0.18,0.0035,0.148
4.54,0.18,0.0035,0.145
4.55,0.18,0.0035,0.148
4.56,0.19,0.0035,0.15
4.57,0.19,0.0035,0.15
4.58,0.18,0.0035,0.15
4.59,0.18,0.0036,0.149
4.6,0.18,0.0036,0.148
4.61,0.18,0.0036,0.146
4.62,0.18,0.0036,0.146
4.63,0.19,0.0036,0.145
4.64,0.19,0.0037,0.148
4.65,0.18,0.0037,0.15
4.66,0.19,0.0037,0.145
4.67,0.19,0.0037,0.145
4.68,0.19,0.0036,0.15
4.69,0.2,0.0037,0.153
4.7,0.2,0.0037,0.153
4.71,0.2,0.0036,0.158
4.72,0.19,0.0037,0.158
4.73,0.19,0.0038,0.157
4.74,0.19,0.004,0.154
4.75,0.19,0.004,0.154
4.76,0.2,0.0041,0.156
4.77,0.2,0.0042,0.154
4.78,0.19,0.0042,0.154
4.79,0.19,0.0042,0.156
4.8,0.19,0.0042,0.156
4.81,0.19,0.0042,0.157
4.82,0.2,0.0043,0.157
4.83,0.2,0.0042,0.154
4.84,0.2,0.0042,0.154
4.85,0.19,0.0042,0.156
4.86,0.19,0.0042,0.154
4.87,0.19,0.0041,0.156
4.88,0.19,0.0041,0.157
4.89,0.19,0.0041,0.157
4.9,0.19,0.0041,0.158
4.91,0.19,0.0041,0.157
4.92,0.2,0.0041,0.157
4.93,0.2,0.0042,0.158
4.94,0.21,0.0041,0.157
4.95,0.2,0.0041,0.157
4.96,0.2,0.0044,0.156
4.97,0.2,0.0044,0.156
4.98,0.2,0.0045,0.157
4.99,0.2,0.0044,0.157
5,0.2,0.0044,0.158
5.01,0.2,0.0043,0.158
5.02,0.2,0.0045,0.164
5.03,0.2,0.0046,0.166
5.04,0.2,0.0046,0.166
5.05,0.2,0.0046,0.165
5.06,0.2,0.0046,0.165
5.07,0.2,0.0047,0.162
5.08,0.2,0.0048,0.162
5.09,0.2,0.0048,0.162
5.1,0.2,0.0048,0.165
5.11,0.2,0.0048,0.165
5.12,0.2,0.0048,0.164
5.13,0.2,0.0049,0.162
5.14,0.2,0.0049,0.162
5.15,0.2,0.0048,0.162
5.16,0.2,0.0048,0.164
5.17,0.2,0.0048,0.164
5.18,0.2,0.0048,0.164
5.19,0.2,0.0048,0.164
5.2,0.2,0.0048,0.164
5.21,0.2,0.0047,0.164
5.22,0.2,0.0048,0.166
5.23,0.21,0.0047,0.166
5.24,0.21,0.0047,0.165
5.25,0.21,0.0046,0.164
5.26,0.21,0.0045,0.164
5.27,0.21,0.0045,0.164
5.28,0.21,0.0045,0.164
5.29,0.21,0.0044,0.164
5.3,0.22,0.0045,0.164
5.31,0.21,0.0045,0.162
5.32,0.21,0.0046,0.164
5.33,0.21,0.0045,0.164
5.34,0.21,0.0045,0.165
5.35,0.22,0.0046,0.165
5.36,0.22,0.0046,0.165
5.37,0.21,0.0046,0.166
5.38,0.22,0.0046,0.168
5.39,0.22,0.0046,0.168
5.4,0.22,0.0046,0.168
5.41,0.21,0.0047,0.168
5.42,0.21,0.0048,0.169
5.43,0.22,0.0048,0.169
5.44,0.22,0.0049,0.17
5.45,0.22,0.0048,0.17
5.46,0.22,0.0048,0.17
5.47,0.22,0.0049,0.17
5.48,0.22,0.0049,0.17
5.49,0.22,0.005,0.169
5.5,0.22,0.0051,0.169
5.51,0.21,0.0052,0.172
5.52,0.22,0.0052,0.17
5.53,0.22,0.0053,0.17
5.54,0.22,0.0052,0.169
5.55,0.22,0.0051,0.17
5.56,0.22,0.0051,0.17
5.57,0.22,0.0051,0.172
5.58,0.22,0.0051,0.173
5.59,0.22,0.0051,0.172
5.6,0.22,0.0052,0.172
5.61,0.22,0.0052,0.17
5.62,0.22,0.0052,0.17
5.63,0.22,0.0052,0.172
5.64,0.22,0.0052,0.173
5.65,0.22,0.0053,0.173
5.66,0.22,0.0052,0.174
5.67,0.22,0.0052,0.174
5.68,0.23,0.0052,0.176
5.69,0.23,0.0052,0.176
5.7,0.22,0.0052,0.177
5.71,0.22,0.0053,0.173
5.72,0.23,0.0053,0.172
5.73,0.23,0.0053,0.176
5.74,0.23,0.0053,0.176
5.75,0.22,0.0053,0.174
5.76,0.22,0.0053,0.176
5.77,0.23,0.0054,0.176
5.78,0.23,0.0054,0.176
5.79,0.23,0.0055,0.177
5.8,0.24,0.0054,0.176
5.81,0.23,0.0054,0.177
5.82,0.23,0.0054,0.177
5.83,0.23,0.0054,0.177
5.84,0.23,0.0056,0.177
5.85,0.23,0.0056,0.178
5.86,0.23,0.0056,0.178
5.87,0.23,0.0056,0.178
5.88,0.24,0.0056,0.177
5.89,0.23,0.0056,0.178
5.9,0.23,0.0057,0.178
5.91,0.23,0.0057,0.178
5.92,0.24,0.0057,0.178
5.93,0.24,0.0059,0.181
5.94,0.24,0.0057,0.181
5.95,0.24,0.0057,0.181
5.96,0.23,0.0056,0.182
5.97,0.23,0.0056,0.185
5.98,0.24,0.0057,0.184
5.99,0.24,0.0056,0.184
6,0.24,0.0058,0.184
6.01,0.24,0.0057,0.184
6.02,0.24,0.0057,0.185
6.03,0.24,0.0058,0.186
6.04,0.24,0.0058,0.186
6.05,0.24,0.0059,0.185
6.06,0.23,0.0058,0.186
6.07,0.24,0.0058,0.188
6.08,0.23,0.0058,0.188
6.09,0.24,0.0058,0.186
6.1,0.24,0.0057,0.186
6.11,0.24,0.0056,0.188
6.12,0.24,0.0056,0.188
6.14,0.24,0.0056,0.188
6.14,0.24,0.0056,0.19
6.15,0.24,0.0057,0.192
6.16,0.24,0.0057,0.19
6.17,0.24,0.0057,0.19
6.18,0.24,0.0057,0.192
6.19,0.24,0.0057,0.192
6.2,0.24,0.0057,0.193
6.21,0.24,0.0057,0.192
6.22,0.24,0.0057,0.192
6.23,0.24,0.0058,0.19
6.24,0.24,0.0059,0.192
6.25,0.24,0.0058,0.192
6.26,0.24,0.0059,0.192
6.27,0.25,0.0059,0.186
6.28,0.25,0.0059,0.196
6.29,0.25,0.0058,0.196
6.3,0.24,0.0057,0.196
6.31,0.25,0.0059,0.194
6.32,0.24,0.0059,0.193
6.33,0.24,0.0059,0.196
6.34,0.25,0.0059,0.196
6.35,0.25,0.0059,0.196
6.36,0.25,0.0059,0.196
6.37,0.25,0.0058,0.196
6.38,0.25,0.0058,0.197
6.39,0.24,0.0058,0.196
6.4,0.25,0.0059,0.196
6.41,0.25,0.0059,0.196
6.42,0.25,0.0059,0.197
6.43,0.25,0.0059,0.198
6.44,0.25,0.006,0.198
6.45,0.25,0.0059,0.196
6.46,0.25,0.0058,0.194
6.47,0.25,0.0059,0.194
6.48,0.25,0.0059,0.201
6.49,0.25,0.0059,0.202
6.5,0.26,0.006,0.202
6.51,0.26,0.0061,0.201
6.52,0.25,0.0061,0.201
6.53,0.25,0.0061,0.201
6.54,0.25,0.0061,0.201
6.55,0.26,0.0061,0.201
6.56,0.25,0.006,0.201
6.57,0.25,0.006,0.204
6.58,0.26,0.006,0.204
6.59,0.25,0.006,0.204
6.6,0.25,0.006,0.205
6.61,0.26,0.006,0.205
6.62,0.26,0.006,0.204
6.63,0.26,0.006,0.204
6.64,0.26,0.006,0.204
6.65,0.26,0.006,0.204
6.66,0.26,0.006,0.202
6.67,0.26,0.0061,0.202
6.68,0.26,0.0062,0.204
6.69,0.26,0.0061,0.204
6.7,0.26,0.0062,0.205
6.71,0.26,0.0061,0.205
6.72,0.27,0.0062,0.206
6.73,0.27,0.0063,0.205
6.74,0.26,0.0063,0.205
6.75,0.26,0.0063,0.206
6.76,0.26,0.0064,0.206
6.77,0.26,0.0064,0.209
6.78,0.26,0.0065,0.21
6.79,0.26,0.0066,0.21
6.8,0.26,0.0066,0.21
6.81,0.27,0.0067,0.21
6.82,0.27,0.0067,0.209
6.83,0.28,0.0067,0.209
6.84,0.28,0.0067,0.208
6.85,0.27,0.0066,0.209
6.86,0.28,0.0067,0.208
6.87,0.27,0.0067,0.21
6.88,0.26,0.0066,0.21
6.89,0.27,0.0066,0.208
6.9,0.26,0.0067,0.208
6.91,0.26,0.0067,0.209
6.92,0.27,0.0067,0.209
6.93,0.27,0.0066,0.212
6.94,0.27,0.0066,0.209
6.95,0.27,0.0067,0.209
6.96,0.27,0.0067,0.209
6.97,0.27,0.0067,0.209
6.98,0.27,0.0068,0.209
6.99,0.27,0.0068,0.212
7,0.27,0.0069,0.212
7.01,0.28,0.0067,0.213
7.02,0.28,0.0066,0.214
7.03,0.28,0.0066,0.214
7.04,0.28,0.0067,0.216
7.05,0.28,0.0067,0.218
7.06,0.28,0.0067,0.216
7.07,0.28,0.0067,0.217
7.08,0.28,0.0067,0.217
7.09,0.28,0.0067,0.22
7.1,0.28,0.0068,0.221
7.11,0.28,0.0068,0.222
7.12,0.29,0.0069,0.224
7.13,0.3,0.0069,0.224
7.14,0.31,0.007,0.221
7.15,0.35,0.007,0.221
7.16,0.35,0.007,0.22
7.17,0.36,0.007,0.22
7.18,0.36,0.007,0.22
7.19,0.36,0.0065,0.222
7.2,0.33,0.0068,0.222
7.21,0.33,0.0068,0.222
7.22,0.31,0.0076,0.222
7.23,0.3,0.0077,0.225
7.24,0.29,0.0082,0.225
7.25,0.29,0.0082,0.224
7.26,0.28,0.008,0.225
7.27,0.28,0.0078,0.225
7.28,0.28,0.0078,0.225
7.29,0.29,0.0072,0.225
7.3,0.29,0.0072,0.226
7.31,0.29,0.0071,0.228
7.32,0.29,0.0068,0.228
7.33,0.29,0.0068,0.23
7.34,0.29,0.0066,0.23
7.35,0.29,0.0065,0.233
7.36,0.29,0.0067,0.234
7.37,0.29,0.0066,0.234
7.38,0.29,0.0066,0.238
7.39,0.29,0.0066,0.238
7.4,0.3,0.0066,0.246
7.41,0.3,0.0065,0.248
7.42,0.3,0.0065,0.246
7.43,0.3,0.0064,0.249
7.44,0.29,0.0064,0.249
7.45,0.3,0.0064,0.221
7.46,0.29,0.0064,0.1
7.47,0.29,0.0064,0.1
7.48,0.3,0.0065,0.185
7.49,0.29,0.0067,0.185
7.5,0.29,0.0067,0.234
7.51,0.29,0.0067,0.234
7.52,0.3,0.0069,0.242
7.53,0.3,0.0069,0.244
7.54,0.3,0.0067,0.244
7.55,0.3,0.0068,0.241
7.56,0.3,0.0068,0.241
7.57,0.3,0.0067,0.238
7.58,0.3,0.0066,0.24
7.59,0.3,0.0068,0.24
7.6,0.3,0.0068,0.24
7.61,0.3,0.007,0.238
7.62,0.29,0.0068,0.237
7.63,0.29,0.0068,0.233
7.64,0.29,0.0068,0.233
7.65,0.29,0.0068,0.234
7.66,0.3,0.0068,0.233
7.67,0.3,0.0068,0.233
7.68,0.3,0.0068,0.233
7.69,0.3,0.0068,0.234
7.7,0.3,0.0068,0.238
7.71,0.3,0.0068,0.24
7.72,0.3,0.0068,0.24
7.73,0.3,0.0067,0.24
7.74,0.3,0.0067,0.238
7.75,0.3,0.0066,0.237
7.76,0.3,0.0066,0.237
7.77,0.3,0.0066,0.238
7.78,0.3,0.0067,0.238
7.79,0.3,0.0067,0.237
7.8,0.3,0.0067,0.238
7.81,0.3,0.0068,0.238
7.83,0.3,0.0068,0.238
7.83,0.3,0.0067,0.238
7.84,0.3,0.0067,0.238
7.85,0.31,0.0069,0.24
7.86,0.3,0.007,0.24
7.87,0.3,0.007,0.242
7.88,0.31,0.0072,0.244
7.89,0.31,0.0072,0.242
7.9,0.31,0.0071,0.242
7.91,0.3,0.0071,0.241
7.92,0.3,0.007,0.238
7.93,0.3,0.0071,0.242
7.94,0.31,0.0071,0.244
7.95,0.3,0.0072,0.244
7.96,0.31,0.0073,0.245
7.97,0.31,0.0073,0.245
7.98,0.3,0.0073,0.244
7.99,0.31,0.0073,0.245
8,0.31,0.0073,0.245
8.01,0.31,0.0073,0.246
8.02,0.3,0.0073,0.246
8.03,0.3,0.0073,0.245
8.04,0.31,0.0072,0.245
8.05,0.31,0.0072,0.244
8.06,0.31,0.0072,0.245
8.07,0.31,0.0072,0.246
8.08,0.31,0.0074,0.246
8.09,0.31,0.0075,0.248
8.1,0.31,0.0076,0.249
8.11,0.31,0.0076,0.25
8.12,0.31,0.0075,0.25
8.13,0.31,0.0075,0.25
8.14,0.31,0.0074,0.253
8.15,0.31,0.0074,0.254
8.16,0.31,0.0074,0.254
8.17,0.31,0.0074,0.254
8.18,0.31,0.0074,0.253
8.19,0.31,0.0074,0.253
8.2,0.31,0.0074,0.253
8.21,0.31,0.0072,0.253
8.22,0.31,0.0072,0.253
8.23,0.31,0.0074,0.252
8.24,0.31,0.0073,0.252
8.25,0.31,0.0073,0.254
8.26,0.31,0.0073,0.254
8.27,0.31,0.0072,0.256
8.28,0.31,0.0072,0.256
8.29,0.31,0.0072,0.256
8.3,0.31,0.0073,0.254
