z,qc,fs,u2
8.31,0.31,0.0073,0.249
8.32,0.31,0.0074,0.252
8.33,0.31,0.0074,0.252
8.34,0.31,0.0074,0.257
8.35,0.32,0.0074,0.257
8.36,0.31,0.0074,0.257
8.37,0.31,0.0074,0.26
8.38,0.31,0.0074,0.26
8.39,0.32,0.0074,0.257
8.4,0.31,0.0072,0.258
8.41,0.31,0.0073,0.257
8.42,0.31,0.0073,0.257
8.43,0.31,0.0073,0.257
8.44,0.31,0.0072,0.257
8.45,0.31,0.0074,0.257
8.46,0.32,0.0074,0.257
8.47,0.32,0.0074,0.257
8.48,0.31,0.0074,0.26
8.49,0.31,0.0074,0.26
8.5,0.31,0.0074,0.26
8.51,0.32,0.0074,0.26
8.52,0.32,0.0075,0.258
8.53,0.33,0.0074,0.26
8.54,0.32,0.0075,0.261
8.55,0.32,0.0074,0.261
8.56,0.33,0.0075,0.262
8.57,0.33,0.0076,0.261
8.58,0.33,0.0077,0.261
8.59,0.33,0.0077,0.261
8.6,0.32,0.0078,0.262
8.61,0.33,0.0078,0.262
8.62,0.32,0.0078,0.264
8.63,0.33,0.0078,0.264
8.64,0.32,0.0078,0.265
8.65,0.32,0.0078,0.262
8.66,0.33,0.0078,0.264
8.67,0.33,0.0078,0.264
8.68,0.33,0.0078,0.264
8.69,0.33,0.0078,0.262
8.7,0.32,0.0078,0.262
8.71,0.33,0.0079,0.261
8.72,0.33,0.008,0.26
8.73,0.33,0.0078,0.26
8.74,0.33,0.0078,0.261
8.75,0.34,0.0078,0.261
8.76,0.34,0.0077,0.261
8.77,0.33,0.0076,0.261
8.78,0.33,0.0078,0.258
8.79,0.33,0.0078,0.261
8.8,0.33,0.0078,0.261
8.81,0.33,0.0078,0.264
8.82,0.33,0.0078,0.264
8.83,0.33,0.0079,0.264
8.84,0.33,0.0079,0.266
8.85,0.33,0.0079,0.266
8.86,0.33,0.0081,0.268
8.87,0.33,0.008,0.269
8.88,0.33,0.0079,0.268
8.89,0.33,0.0079,0.264
8.9,0.34,0.0079,0.264
8.91,0.34,0.008,0.262
8.92,0.33,0.0079,0.261
8.93,0.34,0.0079,0.261
8.94,0.33,0.0079,0.264
8.95,0.33,0.0079,0.264
8.96,0.34,0.0079,0.268
8.97,0.34,0.0079,0.268
8.98,0.34,0.0078,0.268
8.99,0.34,0.0079,0.268
9,0.34,0.0081,0.269
9.01,0.33,0.0081,0.269
9.02,0.34,0.0081,0.269
9.03,0.34,0.0081,0.269
9.04,0.34,0.008,0.269
9.05,0.34,0.008,0.265
9.06,0.34,0.008,0.264
9.07,0.34,0.008,0.264
9.08,0.34,0.0079,0.268
9.09,0.34,0.008,0.268
9.1,0.34,0.008,0.272
9.11,0.34,0.0082,0.272
9.12,0.34,0.0082,0.272
9.13,0.34,0.0082,0.269
9.14,0.34,0.0083,0.269
9.15,0.34,0.0083,0.27
9.16,0.35,0.0083,0.27
9.17,0.35,0.0082,0.272
9.18,0.35,0.0083,0.272
9.19,0.34,0.0083,0.272
9.2,0.34,0.0083,0.276
9.21,0.35,0.0084,0.276
9.22,0.35,0.0084,0.277
9.23,0.34,0.0085,0.277
9.24,0.34,0.0085,0.277
9.25,0.34,0.0085,0.277
9.26,0.35,0.0085,0.278
9.27,0.35,0.0085,0.276
9.28,0.35,0.0085,0.278
9.29,0.35,0.0085,0.278
9.3,0.34,0.0085,0.28
9.31,0.35,0.0085,0.28
9.32,0.35,0.0085,0.278
9.33,0.35,0.0085,0.278
9.34,0.34,0.0084,0.28
9.35,0.34,0.0085,0.281
9.36,0.35,0.0085,0.281
9.37,0.35,0.0085,0.277
9.38,0.35,0.0085,0.277
9.39,0.35,0.0085,0.281
9.4,0.35,0.0085,0.284
9.41,0.35,0.0085,0.285
9.42,0.35,0.0085,0.285
9.43,0.35,0.0085,0.286
9.44,0.35,0.0085,0.286
9.45,0.34,0.0085,0.29
9.46,0.35,0.0085,0.29
9.47,0.35,0.0085,0.289
9.48,0.35,0.0084,0.289
9.49,0.34,0.0084,0.293
9.5,0.35,0.0084,0.293
9.51,0.35,0.0084,0.292
9.52,0.35,0.0085,0.293
9.53,0.35,0.0085,0.293
9.54,0.36,0.0085,0.293
9.55,0.35,0.0085,0.293
9.56,0.35,0.0086,0.294
9.57,0.36,0.0087,0.293
9.58,0.36,0.0086,0.293
9.59,0.35,0.0085,0.296
9.6,0.35,0.0086,0.296
9.61,0.36,0.0085,0.294
9.62,0.36,0.0085,0.294
9.63,0.36,0.0085,0.294
9.64,0.36,0.0085,0.293
9.65,0.37,0.0084,0.294
9.66,0.37,0.0084,0.294
9.67,0.37,0.0084,0.294
9.68,0.37,0.0084,0.296
9.69,0.36,0.0085,0.298
9.7,0.36,0.0085,0.297
9.71,0.37,0.0085,0.297
9.72,0.37,0.0086,0.297
9.73,0.36,0.0085,0.297
9.74,0.36,0.0086,0.296
9.75,0.36,0.0086,0.296
9.76,0.37,0.0087,0.293
9.77,0.36,0.0087,0.293
9.78,0.37,0.0087,0.296
9.79,0.37,0.0088,0.296
9.8,0.37,0.0088,0.298
9.81,0.37,0.0089,0.3
9.82,0.37,0.0088,0.3
9.83,0.37,0.0088,0.298
9.84,0.37,0.0088,0.298
9.85,0.37,0.0088,0.3
9.86,0.37,0.0088,0.301
9.87,0.37,0.0088,0.296
9.88,0.37,0.0088,0.296
9.89,0.37,0.0089,0.296
9.9,0.37,0.009,0.294
9.91,0.37,0.0089,0.296
9.92,0.37,0.0089,0.296
9.93,0.37,0.009,0.301
9.94,0.37,0.009,0.301
9.95,0.37,0.009,0.297
9.96,0.37,0.0091,0.297
9.97,0.37,0.0091,0.297
9.98,0.37,0.009,0.3
9.99,0.37,0.009,0.3
10,0.37,0.0089,0.297
10.01,0.37,0.0089,0.297
10.02,0.37,0.0089,0.298
10.03,0.37,0.009,0.298
10.04,0.37,0.009,0.3
10.05,0.37,0.009,0.3
10.06,0.37,0.0089,0.3
10.07,0.37,0.0089,0.298
10.08,0.37,0.009,0.3
10.09,0.38,0.009,0.301
10.1,0.38,0.009,0.301
10.11,0.37,0.009,0.301
10.12,0.37,0.0089,0.302
10.13,0.38,0.0089,0.302
10.14,0.38,0.0088,0.302
10.15,0.38,0.0089,0.303
10.16,0.37,0.0089,0.303
10.17,0.38,0.0089,0.301
10.18,0.38,0.0089,0.301
10.19,0.38,0.0089,0.301
10.2,0.38,0.0089,0.301
10.21,0.37,0.0088,0.305
10.22,0.37,0.0089,0.305
10.23,0.37,0.0089,0.305
10.24,0.37,0.0089,0.305
10.25,0.37,0.009,0.302
10.26,0.38,0.009,0.303
10.27,0.38,0.0089,0.306
10.28,0.38,0.0088,0.306
10.29,0.39,0.0088,0.306
10.3,0.39,0.0089,0.309
10.31,0.39,0.0089,0.306
10.32,0.39,0.0089,0.307
10.33,0.39,0.0089,0.309
10.34,0.38,0.0089,0.309
10.35,0.39,0.0088,0.313
10.36,0.39,0.0089,0.311
10.37,0.39,0.0088,0.311
10.38,0.38,0.0088,0.313
10.39,0.38,0.0089,0.313
10.4,0.39,0.0089,0.313
10.41,0.38,0.009,0.314
10.42,0.39,0.0089,0.31
10.43,0.39,0.0089,0.314
10.44,0.39,0.0091,0.314
10.45,0.39,0.0091,0.313
10.46,0.38,0.009,0.311
10.47,0.38,0.009,0.311
10.48,0.38,0.009,0.311
10.49,0.38,0.009,0.311
10.5,0.38,0.009,0.314
10.51,0.39,0.009,0.315
10.52,0.39,0.009,0.315
10.53,0.38,0.009,0.313
10.54,0.38,0.009,0.314
10.55,0.39,0.009,0.315
10.56,0.39,0.0091,0.315
10.57,0.39,0.0091,0.321
10.58,0.39,0.0091,0.321
10.59,0.39,0.0091,0.321
10.6,0.39,0.0091,0.318
10.61,0.39,0.0091,0.319
10.62,0.39,0.009,0.319
10.63,0.39,0.0089,0.317
10.64,0.39,0.009,0.315
10.65,0.4,0.0091,0.319
10.66,0.4,0.0092,0.319
10.67,0.4,0.0091,0.318
10.68,0.4,0.0092,0.318
10.69,0.39,0.0093,0.318
10.7,0.39,0.0093,0.321
10.71,0.4,0.0093,0.321
10.72,0.39,0.0093,0.318
10.73,0.39,0.0093,0.321
10.74,0.39,0.0093,0.321
10.75,0.39,0.0093,0.321
10.76,0.39,0.0095,0.321
10.77,0.39,0.0096,0.319
10.78,0.39,0.0096,0.323
10.79,0.39,0.0096,0.323
10.8,0.39,0.0097,0.322
10.81,0.39,0.0098,0.323
10.82,0.39,0.0098,0.323
10.83,0.39,0.0097,0.325
10.84,0.39,0.0097,0.325
10.85,0.39,0.0098,0.326
10.86,0.4,0.0098,0.326
10.87,0.4,0.0098,0.329
10.88,0.4,0.0098,0.327
10.89,0.4,0.0099,0.327
10.9,0.4,0.0101,0.33
10.91,0.4,0.0102,0.33
10.92,0.4,0.0102,0.33
10.93,0.4,0.0103,0.33
10.94,0.4,0.0103,0.327
10.95,0.4,0.0101,0.33
10.96,0.41,0.0101,0.33
10.97,0.41,0.0098,0.33
10.98,0.41,0.0096,0.329
10.99,0.41,0.0097,0.331
11,0.41,0.0097,0.331
11.01,0.4,0.0096,0.333
11.02,0.4,0.0096,0.335
11.03,0.41,0.0097,0.337
11.04,0.41,0.0098,0.335
11.05,0.4,0.0099,0.335
11.06,0.41,0.01,0.333
11.07,0.41,0.0098,0.331
11.08,0.41,0.0098,0.331
11.09,0.41,0.0098,0.33
11.1,0.41,0.0098,0.329
11.11,0.41,0.0098,0.331
11.12,0.41,0.0097,0.333
11.13,0.4,0.0096,0.333
11.14,0.41,0.0096,0.333
11.15,0.41,0.0095,0.333
11.16,0.41,0.0096,0.331
11.17,0.41,0.0096,0.334
11.18,0.41,0.0096,0.334
11.19,0.42,0.0097,0.331
11.2,0.42,0.0098,0.337
11.21,0.41,0.0098,0.335
11.22,0.42,0.0099,0.335
11.23,0.42,0.01,0.341
11.24,0.42,0.01,0.341
11.25,0.42,0.01,0.343
11.26,0.42,0.01,0.343
11.27,0.42,0.0104,0.343
11.28,0.42,0.0103,0.342
11.29,0.42,0.0104,0.343
11.3,0.42,0.0104,0.343
11.31,0.43,0.0105,0.346
11.32,0.43,0.0105,0.346
11.33,0.42,0.0104,0.35
11.34,0.42,0.0104,0.351
11.35,0.42,0.0104,0.351
11.36,0.42,0.0105,0.351
11.37,0.42,0.0105,0.351
11.38,0.41,0.0104,0.354
11.39,0.41,0.0104,0.354
11.4,0.41,0.0104,0.355
11.41,0.41,0.0105,0.355
11.42,0.41,0.0106,0.353
11.43,0.42,0.0105,0.353
11.44,0.42,0.0105,0.351
11.45,0.41,0.0105,0.351
11.46,0.41,0.0105,0.349
11.47,0.42,0.0106,0.347
11.48,0.42,0.0106,0.346
11.49,0.42,0.0105,0.346
11.5,0.42,0.0105,0.343
11.51,0.42,0.0106,0.35
11.52,0.42,0.0105,0.35
11.53,0.42,0.0106,0.354
11.54,0.42,0.0106,0.354
11.55,0.42,0.0106,0.354
11.56,0.43,0.0106,0.354
11.57,0.42,0.0105,0.355
11.58,0.42,0.0105,0.358
11.59,0.42,0.0104,0.359
11.6,0.42,0.0105,0.359
11.61,0.42,0.0105,0.359
11.62,0.42,0.0104,0.362
11.63,0.42,0.0104,0.359
11.64,0.42,0.0105,0.357
11.65,0.42,0.0105,0.357
11.66,0.43,0.0104,0.357
11.67,0.43,0.0103,0.354
11.68,0.42,0.0104,0.355
11.69,0.43,0.0104,0.355
11.7,0.43,0.0104,0.355
11.71,0.43,0.0103,0.353
11.72,0.43,0.0104,0.35
11.73,0.43,0.0104,0.351
11.74,0.43,0.0104,0.351
11.75,0.43,0.0104,0.35
11.76,0.43,0.0104,0.35
11.77,0.43,0.0104,0.351
11.78,0.43,0.0105,0.351
11.79,0.43,0.0105,0.353
11.8,0.43,0.0108,0.354
11.81,0.43,0.0107,0.354
11.82,0.43,0.0107,0.354
11.83,0.44,0.0107,0.354
11.84,0.44,0.0108,0.354
11.85,0.44,0.0108,0.355
11.86,0.43,0.0107,0.355
11.87,0.43,0.0107,0.354
11.88,0.44,0.0106,0.358
11.89,0.44,0.0107,0.358
11.9,0.44,0.0107,0.357
11.91,0.44,0.0107,0.357
11.92,0.44,0.0106,0.353
11.93,0.44,0.0107,0.358
11.94,0.44,0.0108,0.355
11.95,0.44,0.0108,0.357
11.96,0.44,0.0108,0.357
11.97,0.44,0.0108,0.357
11.98,0.44,0.0107,0.359
11.99,0.44,0.0107,0.361
12,0.44,0.0107,0.361
12.01,0.44,0.0105,0.358
12.02,0.44,0.0104,0.362
12.03,0.44,0.0105,0.365
12.04,0.44,0.0105,0.365
12.05,0.44,0.0106,0.365
12.06,0.44,0.0107,0.367
12.07,0.44,0.0106,0.369
12.08,0.44,0.0107,0.369
12.09,0.44,0.0108,0.371
12.1,0.44,0.0108,0.367
12.11,0.44,0.0108,0.37
12.12,0.44,0.0108,0.371
12.13,0.44,0.0108,0.371
12.14,0.44,0.0108,0.373
12.15,0.44,0.0108,0.371
12.16,0.44,0.0107,0.37
12.17,0.44,0.0108,0.37
12.18,0.44,0.0108,0.37
12.19,0.45,0.0108,0.371
12.2,0.44,0.0108,0.37
12.21,0.44,0.0108,0.373
12.22,0.45,0.0108,0.371
12.23,0.45,0.0105,0.37
12.24,0.45,0.0106,0.371
12.25,0.45,0.0106,0.37
12.26,0.45,0.0107,0.37
12.27,0.44,0.0108,0.371
12.28,0.45,0.0108,0.37
12.29,0.45,0.0108,0.37
12.3,0.45,0.0108,0.371
12.31,0.45,0.0108,0.371
12.32,0.44,0.0108,0.371
12.33,0.44,0.0108,0.37
12.34,0.45,0.0106,0.371
12.35,0.45,0.0106,0.371
12.36,0.45,0.0104,0.375
12.37,0.45,0.0104,0.378
12.38,0.45,0.0104,0.377
12.39,0.46,0.0107,0.377
12.4,0.45,0.0107,0.378
12.41,0.46,0.0109,0.377
12.42,0.45,0.0109,0.374
12.43,0.45,0.011,0.375
12.44,0.46,0.0109,0.375
12.45,0.46,0.0108,0.378
12.46,0.46,0.0108,0.378
12.47,0.46,0.0108,0.377
12.48,0.46,0.0108,0.377
12.49,0.47,0.0105,0.379
12.5,0.47,0.0105,0.381
12.51,0.46,0.0106,0.381
12.52,0.45,0.0106,0.383
12.53,0.45,0.0107,0.381
12.54,0.46,0.0107,0.379
12.55,0.46,0.0105,0.377
12.56,0.47,0.0106,0.377
12.57,0.47,0.0107,0.381
12.58,0.47,0.0107,0.382
12.59,0.46,0.0104,0.381
12.6,0.46,0.0104,0.382
12.61,0.45,0.0105,0.381
12.62,0.46,0.0106,0.381
12.63,0.47,0.0106,0.381
12.64,0.46,0.0105,0.383
12.65,0.46,0.0104,0.385
12.66,0.46,0.0104,0.383
12.67,0.46,0.0105,0.385
12.68,0.46,0.0106,0.385
12.69,0.47,0.0107,0.387
12.7,0.47,0.0106,0.389
12.71,0.47,0.0105,0.387
12.72,0.47,0.0106,0.385
12.73,0.47,0.0106,0.385
12.74,0.46,0.0108,0.382
12.75,0.46,0.011,0.385
12.76,0.47,0.0111,0.386
12.77,0.47,0.0112,0.386
12.78,0.47,0.0113,0.391
12.79,0.47,0.0113,0.393
12.8,0.47,0.0113,0.389
12.81,0.48,0.0114,0.39
12.82,0.48,0.0113,0.391
12.83,0.48,0.0113,0.391
12.84,0.48,0.0113,0.391
12.85,0.47,0.0114,0.395
12.86,0.47,0.0114,0.395
12.87,0.48,0.0115,0.389
12.88,0.48,0.0114,0.389
12.89,0.48,0.0114,0.39
12.9,0.48,0.0116,0.39
12.91,0.48,0.0116,0.383
12.92,0.49,0.0117,0.391
12.93,0.49,0.0116,0.398
12.94,0.49,0.0116,0.397
12.95,0.49,0.0116,0.397
12.96,0.5,0.0118,0.397
12.97,0.5,0.0118,0.397
12.98,0.49,0.0115,0.397
12.99,0.49,0.0115,0.397
13,0.5,0.0115,0.395
13.01,0.5,0.0115,0.394
13.02,0.5,0.0114,0.397
13.03,0.5,0.0114,0.401
13.04,0.5,0.0115,0.401
13.05,0.5,0.0117,0.402
13.06,0.5,0.0115,0.402
13.07,0.51,0.0114,0.403
13.08,0.51,0.0114,0.402
13.09,0.5,0.0111,0.402
13.1,0.5,0.011,0.401
13.11,0.5,0.0111,0.402
13.12,0.5,0.0111,0.402
13.13,0.5,0.0112,0.402
13.14,0.5,0.0111,0.402
13.15,0.51,0.0113,0.403
13.16,0.5,0.0116,0.403
13.17,0.5,0.0116,0.403
13.18,0.5,0.0118,0.406
13.19,0.49,0.0118,0.406
13.2,0.49,0.0118,0.415
13.21,0.49,0.0119,0.415
13.22,0.49,0.0119,0.419
13.23,0.49,0.0118,0.417
13.24,0.49,0.0119,0.419
13.25,0.5,0.0119,0.417
13.26,0.5,0.0119,0.417
13.27,0.49,0.0119,0.417
13.28,0.5,0.0117,0.418
13.29,0.5,0.0118,0.418
13.3,0.5,0.0118,0.423
13.31,0.51,0.0118,0.423
13.32,0.51,0.0121,0.423
13.33,0.51,0.0119,0.425
13.34,0.51,0.0117,0.425
13.35,0.51,0.0117,0.425
13.36,0.51,0.0115,0.425
13.37,0.51,0.0115,0.421
13.38,0.51,0.0116,0.41
13.39,0.51,0.0115,0.41
13.4,0.51,0.0116,0.407
13.41,0.51,0.0116,0.407
13.42,0.5,0.0117,0.425
13.43,0.5,0.0119,0.425
13.44,0.5,0.0119,0.417
13.45,0.51,0.0117,0.415
13.46,0.51,0.0115,0.419
13.47,0.51,0.0115,0.415
13.48,0.51,0.0115,0.415
13.49,0.51,0.0115,0.414
13.5,0.51,0.0115,0.414
13.51,0.51,0.0116,0.415
13.52,0.51,0.0117,0.411
13.53,0.51,0.0119,0.411
13.54,0.5,0.012,0.409
13.55,0.5,0.0119,0.406
13.56,0.5,0.012,0.406
13.57,0.51,0.012,0.411
13.58,0.5,0.012,0.409
13.59,0.5,0.012,0.409
13.6,0.5,0.012,0.41
13.61,0.5,0.0121,0.409
13.62,0.51,0.0119,0.409
13.63,0.51,0.0119,0.409
13.64,0.51,0.012,0.405
13.65,0.51,0.0121,0.405
13.66,0.51,0.0121,0.41
13.67,0.5,0.0119,0.413
13.68,0.51,0.0119,0.413
13.69,0.51,0.0118,0.419
13.7,0.51,0.0118,0.419
13.71,0.51,0.0119,0.422
13.72,0.51,0.012,0.421
13.73,0.51,0.012,0.421
13.74,0.51,0.012,0.421
13.75,0.51,0.0121,0.418
13.76,0.51,0.012,0.418
13.77,0.51,0.012,0.413
13.78,0.5,0.012,0.413
13.79,0.5,0.0121,0.414
13.8,0.51,0.0121,0.421
13.81,0.5,0.0121,0.421
13.82,0.51,0.0121,0.423
13.83,0.51,0.0121,0.423
13.84,0.51,0.0121,0.422
13.85,0.51,0.0122,0.422
13.86,0.51,0.0122,0.426
13.87,0.52,0.0124,0.426
13.88,0.51,0.0123,0.426
13.89,0.53,0.0124,0.426
13.9,0.52,0.0126,0.426
13.91,0.52,0.0126,0.427
13.92,0.53,0.0128,0.427
13.93,0.52,0.0127,0.422
13.94,0.51,0.0126,0.421
13.95,0.51,0.0126,0.421
13.96,0.51,0.0125,0.419
13.98,0.51,0.0122,0.423
13.98,0.52,0.0122,0.425
13.99,0.52,0.0121,0.422
14,0.52,0.0121,0.422
14.01,0.52,0.0121,0.419
14.02,0.53,0.0119,0.414
14.03,0.53,0.0119,0.417
14.04,0.53,0.0119,0.417
14.05,0.54,0.0119,0.422
14.06,0.54,0.0118,0.423
14.07,0.55,0.0116,0.423
14.08,0.55,0.0117,0.425
14.09,0.54,0.0116,0.425
14.1,0.54,0.0115,0.426
14.11,0.54,0.0113,0.425
14.12,0.54,0.0113,0.425
14.13,0.53,0.0112,0.429
14.14,0.53,0.0112,0.427
14.15,0.54,0.0114,0.429
14.16,0.54,0.0116,0.431
14.17,0.54,0.0116,0.431
14.18,0.55,0.0113,0.433
14.19,0.54,0.0113,0.429
14.2,0.54,0.0113,0.423
14.21,0.54,0.0115,0.423
14.22,0.54,0.0115,0.418
14.23,0.54,0.0114,0.422
14.24,0.54,0.0113,0.43
14.25,0.54,0.0113,0.433
14.26,0.54,0.0114,0.433
14.27,0.54,0.0114,0.438
14.28,0.53,0.0117,0.439
14.29,0.53,0.0117,0.439
14.3,0.53,0.0117,0.446
14.31,0.54,0.0115,0.446
14.32,0.54,0.0116,0.45
14.33,0.54,0.0118,0.451
14.34,0.54,0.0118,0.451
14.35,0.54,0.0122,0.447
14.36,0.54,0.012,0.447
14.37,0.54,0.012,0.447
14.38,0.54,0.012,0.446
14.39,0.54,0.012,0.438
14.4,0.54,0.0118,0.437
14.41,0.54,0.0116,0.443
14.42,0.54,0.0118,0.442
14.43,0.53,0.0119,0.442
14.44,0.53,0.0119,0.439
14.45,0.54,0.0119,0.449
14.46,0.54,0.0116,0.449
14.47,0.54,0.0116,0.445
14.48,0.54,0.0115,0.445
14.49,0.55,0.0115,0.449
14.5,0.55,0.0114,0.442
14.51,0.54,0.0114,0.442
14.52,0.54,0.0114,0.443
14.53,0.54,0.0117,0.443
14.54,0.54,0.0117,0.445
14.55,0.54,0.0118,0.441
14.56,0.54,0.0117,0.441
14.57,0.54,0.0115,0.45
14.58,0.54,0.0114,0.45
14.59,0.54,0.0114,0.453
14.6,0.54,0.0116,0.453
14.61,0.54,0.0115,0.453
14.62,0.54,0.0116,0.454
14.63,0.55,0.0118,0.451
14.64,0.54,0.0119,0.451
14.65,0.55,0.012,0.451
14.66,0.55,0.012,0.45
14.67,0.55,0.0121,0.453
14.68,0.55,0.0123,0.451
14.69,0.55,0.0123,0.446
14.7,0.54,0.0127,0.446
14.71,0.54,0.0127,0.449
14.72,0.54,0.0126,0.445
14.73,0.55,0.0124,0.446
14.74,0.55,0.0124,0.453
14.75,0.55,0.0122,0.453
14.76,0.55,0.0122,0.453
14.77,0.55,0.0122,0.454
14.78,0.55,0.0122,0.454
14.79,0.55,0.0123,0.443
14.8,0.55,0.0122,0.443
14.81,0.55,0.0122,0.449
14.82,0.55,0.0122,0.449
14.83,0.55,0.0122,0.449
14.84,0.55,0.0121,0.45
14.85,0.54,0.0122,0.449
14.86,0.55,0.0122,0.446
14.87,0.55,0.0121,0.446
14.88,0.55,0.012,0.442
14.89,0.54,0.0122,0.442
14.9,0.54,0.012,0.442
14.91,0.54,0.012,0.449
14.92,0.55,0.012,0.449
14.93,0.55,0.0119,0.449
14.94,0.55,0.0119,0.445
14.95,0.55,0.0118,0.445
14.96,0.55,0.0118,0.449
14.97,0.55,0.0117,0.445
14.98,0.55,0.0117,0.441
14.99,0.56,0.0118,0.437
15,0.56,0.0118,0.437
15.01,0.55,0.0119,0.441
15.02,0.57,0.012,0.446
15.03,0.57,0.012,0.447
15.04,0.56,0.0121,0.447
15.05,0.56,0.0122,0.442
15.06,0.56,0.0122,0.441
15.07,0.56,0.0123,0.453
15.08,0.57,0.0123,0.451
15.09,0.57,0.0126,0.451
15.1,0.57,0.0126,0.45
15.11,0.57,0.0125,0.453
15.12,0.57,0.0125,0.453
15.13,0.57,0.0125,0.445
15.14,0.56,0.0126,0.445
15.15,0.56,0.0125,0.447
15.16,0.57,0.0123,0.454
15.17,0.56,0.012,0.455
15.18,0.55,0.012,0.453
15.19,0.56,0.0122,0.454
15.2,0.56,0.0122,0.455
15.21,0.56,0.0121,0.454
15.22,0.56,0.0121,0.454
15.23,0.56,0.0121,0.447
15.24,0.56,0.0123,0.447
15.25,0.56,0.0123,0.45
15.26,0.56,0.0123,0.45
15.27,0.56,0.0124,0.453
15.28,0.56,0.0122,0.454
15.29,0.57,0.0121,0.454
15.3,0.57,0.0121,0.449
15.31,0.57,0.0119,0.455
15.32,0.57,0.0119,0.45
15.33,0.57,0.012,0.453
15.34,0.57,0.0119,0.453
15.35,0.57,0.0121,0.458
15.36,0.57,0.0118,0.458
15.37,0.57,0.0119,0.465
15.38,0.58,0.0117,0.462
15.39,0.58,0.0117,0.463
15.4,0.58,0.0117,0.461
15.41,0.59,0.0117,0.465
15.42,0.59,0.0117,0.459
15.43,0.58,0.0118,0.461
15.44,0.58,0.0118,0.461
15.45,0.58,0.0119,0.459
15.46,0.58,0.0119,0.457
15.47,0.58,0.0119,0.45
15.48,0.58,0.0116,0.45
15.49,0.58,0.0115,0.454
15.5,0.57,0.0115,0.457
15.51,0.57,0.0115,0.457
15.52,0.57,0.0116,0.458
15.53,0.57,0.0114,0.459
15.54,0.57,0.0114,0.459
15.55,0.56,0.0114,0.461
15.56,0.57,0.0115,0.461
15.57,0.57,0.0116,0.474
15.58,0.57,0.0118,0.474
15.59,0.57,0.012,0.485
15.6,0.57,0.0122,0.485
15.61,0.57,0.0122,0.485
15.62,0.57,0.0126,0.487
15.63,0.58,0.013,0.487
15.64,0.58,0.013,0.479
15.65,0.57,0.0129,0.479
15.66,0.57,0.0128,0.477
15.67,0.57,0.0127,0.483
15.68,0.57,0.0126,0.483
15.69,0.57,0.0126,0.482
15.7,0.57,0.0126,0.482
15.71,0.57,0.0126,0.49
15.72,0.57,0.0125,0.491
15.73,0.57,0.0125,0.494
15.74,0.57,0.0123,0.494
15.75,0.57,0.0122,0.499
15.76,0.58,0.0122,0.491
15.77,0.58,0.0122,0.491
15.78,0.58,0.0122,0.49
15.79,0.58,0.0121,0.491
15.8,0.58,0.0119,0.491
15.81,0.58,0.0119,0.494
15.83,0.59,0.0116,0.494
15.83,0.59,0.0117,0.486
15.84,0.59,0.0117,0.485
15.85,0.59,0.0119,0.49
15.86,0.59,0.0119,0.495
15.87,0.59,0.0119,0.495
15.88,0.58,0.0119,0.491
15.89,0.59,0.0119,0.494
15.9,0.59,0.0119,0.491
15.91,0.59,0.0119,0.497
15.92,0.59,0.0119,0.497
15.93,0.59,0.0117,0.495
15.94,0.59,0.0116,0.489
15.95,0.59,0.0116,0.489
15.96,0.59,0.0115,0.495
15.97,0.6,0.0116,0.501
15.98,0.6,0.0115,0.503
15.99,0.6,0.0115,0.503
16,0.6,0.0115,0.502
16.01,0.6,0.0116,0.498
16.02,0.61,0.0116,0.505
16.03,0.61,0.0116,0.499
16.04,0.61,0.0116,0.499
16.05,0.6,0.0118,0.499
16.06,0.6,0.012,0.501
16.07,0.6,0.0119,0.502
16.08,0.6,0.0119,0.503
16.09,0.59,0.0119,0.503
16.1,0.59,0.012,0.508
16.11,0.59,0.0122,0.508
16.12,0.6,0.0123,0.51
16.13,0.6,0.0123,0.51
16.14,0.6,0.0123,0.516
16.15,0.6,0.0123,0.512
16.16,0.6,0.0124,0.507
16.17,0.6,0.0124,0.507
16.18,0.59,0.0125,0.511
16.19,0.6,0.0124,0.501
16.2,0.6,0.0124,0.502
16.21,0.6,0.0124,0.503
16.22,0.6,0.0124,0.503
16.23,0.6,0.0126,0.501
16.24,0.59,0.0126,0.506
16.25,0.59,0.013,0.506
16.26,0.59,0.013,0.506
16.27,0.6,0.013,0.511
16.28,0.6,0.013,0.511
16.29,0.6,0.013,0.503
16.3,0.6,0.0131,0.503
16.31,0.6,0.013,0.502
16.32,0.59,0.0129,0.502
16.33,0.6,0.0129,0.502
16.34,0.6,0.0129,0.493
16.35,0.6,0.0129,0.493
16.36,0.6,0.0126,0.489
16.37,0.6,0.0129,0.489
16.38,0.6,0.0133,0.497
16.39,0.6,0.0133,0.497
16.4,0.6,0.0133,0.505
16.41,0.6,0.0132,0.503
16.42,0.6,0.0131,0.506
16.43,0.6,0.0132,0.506
16.44,0.6,0.0132,0.508
16.45,0.6,0.0134,0.506
16.46,0.6,0.0134,0.514
16.47,0.6,0.0132,0.514
16.48,0.6,0.0132,0.514
16.49,0.61,0.0129,0.519
16.5,0.62,0.0127,0.519
16.51,0.6,0.0127,0.516
16.52,0.6,0.013,0.516
16.53,0.6,0.0128,0.512
16.54,0.61,0.0125,0.511
16.55,0.62,0.0126,0.511
16.56,0.62,0.0126,0.512
16.57,0.62,0.0126,0.512
16.58,0.63,0.0126,0.511
