z,qc,fs,u2
8.24,0.34,0.0074,0.254
8.25,0.34,0.0073,0.254
8.26,0.34,0.0073,0.253
8.27,0.33,0.0074,0.253
8.28,0.33,0.0073,0.253
8.29,0.34,0.0074,0.25
8.3,0.34,0.0074,0.256
8.31,0.34,0.0075,0.258
8.32,0.34,0.0075,0.258
8.33,0.33,0.0076,0.261
8.34,0.33,0.0077,0.262
8.35,0.33,0.0077,0.262
8.36,0.33,0.0078,0.262
8.37,0.33,0.0078,0.264
8.38,0.33,0.0078,0.261
8.39,0.33,0.0078,0.257
8.4,0.33,0.0078,0.257
8.41,0.33,0.0079,0.258
8.42,0.34,0.0079,0.257
8.43,0.34,0.008,0.254
8.44,0.34,0.008,0.254
8.45,0.34,0.008,0.254
8.46,0.34,0.0079,0.253
8.47,0.35,0.0079,0.253
8.48,0.35,0.0079,0.25
8.49,0.34,0.0078,0.249
8.5,0.35,0.0078,0.249
8.51,0.35,0.0079,0.252
8.52,0.34,0.0079,0.252
8.53,0.34,0.0079,0.254
8.54,0.34,0.0079,0.254
8.55,0.34,0.0079,0.256
8.56,0.35,0.0078,0.257
8.57,0.35,0.0078,0.257
8.58,0.36,0.0076,0.258
8.59,0.36,0.0076,0.258
8.6,0.36,0.0075,0.261
8.61,0.37,0.0074,0.258
8.62,0.37,0.0074,0.258
8.63,0.37,0.0073,0.258
8.64,0.37,0.0076,0.258
8.65,0.37,0.0077,0.262
8.66,0.37,0.008,0.268
8.67,0.37,0.008,0.266
8.68,0.37,0.0081,0.269
8.7,0.37,0.0081,0.272
8.7,0.38,0.0081,0.272
8.71,0.38,0.0081,0.27
8.72,0.39,0.0081,0.27
8.73,0.39,0.0081,0.273
8.74,0.38,0.0081,0.27
8.75,0.39,0.008,0.272
8.76,0.38,0.0079,0.273
8.77,0.38,0.0079,0.27
8.78,0.38,0.0077,0.269
8.79,0.37,0.0077,0.269
8.8,0.38,0.0078,0.27
8.81,0.39,0.0078,0.27
8.82,0.39,0.0078,0.27
8.83,0.39,0.0078,0.27
8.84,0.39,0.0079,0.273
8.85,0.39,0.0079,0.278
8.86,0.4,0.0081,0.281
8.87,0.4,0.008,0.284
8.88,0.41,0.0081,0.284
8.89,0.4,0.008,0.282
8.9,0.41,0.0081,0.28
8.91,0.41,0.0081,0.281
8.92,0.41,0.0081,0.286
8.93,0.41,0.0082,0.286
8.94,0.42,0.0082,0.29
8.95,0.42,0.0082,0.293
8.96,0.42,0.0082,0.293
8.97,0.42,0.0084,0.3
8.98,0.42,0.0084,0.3
8.99,0.42,0.0083,0.302
9,0.43,0.0083,0.301
9.01,0.42,0.0083,0.301
9.02,0.43,0.0083,0.303
9.03,0.43,0.0084,0.303
9.04,0.43,0.0085,0.306
9.05,0.43,0.0085,0.306
9.06,0.44,0.0089,0.309
9.07,0.44,0.0089,0.311
9.08,0.44,0.009,0.309
9.09,0.45,0.0091,0.315
9.1,0.44,0.0091,0.315
9.11,0.44,0.0093,0.314
9.12,0.44,0.0093,0.317
9.13,0.44,0.0094,0.314
9.14,0.44,0.0095,0.318
9.15,0.43,0.0095,0.319
9.16,0.44,0.0095,0.319
9.17,0.45,0.0098,0.322
9.18,0.45,0.0098,0.331
9.19,0.45,0.0097,0.335
9.2,0.45,0.0097,0.335
9.21,0.45,0.0096,0.334
9.22,0.46,0.0098,0.334
9.23,0.47,0.0097,0.338
9.24,0.46,0.0095,0.338
9.25,0.46,0.0096,0.334
9.26,0.46,0.0096,0.319
9.27,0.46,0.0096,0.319
9.28,0.46,0.0095,0.322
9.29,0.46,0.0098,0.354
9.3,0.46,0.0102,0.361
9.31,0.46,0.0101,0.355
9.32,0.45,0.0101,0.357
9.33,0.45,0.01,0.357
9.34,0.46,0.0098,0.353
9.35,0.46,0.0098,0.355
9.36,0.45,0.0098,0.354
9.37,0.45,0.0098,0.354
9.38,0.45,0.0096,0.357
9.39,0.45,0.0096,0.354
9.4,0.45,0.0096,0.354
9.41,0.45,0.0097,0.355
9.42,0.46,0.0096,0.354
9.43,0.46,0.0095,0.361
9.44,0.45,0.0095,0.361
9.45,0.46,0.0096,0.363
9.46,0.46,0.0098,0.366
9.47,0.45,0.0097,0.355
9.48,0.46,0.0098,0.355
9.49,0.46,0.0098,0.355
9.5,0.46,0.0097,0.354
9.51,0.47,0.0098,0.358
9.52,0.46,0.0098,0.359
9.53,0.47,0.0098,0.359
9.54,0.47,0.0096,0.357
9.55,0.47,0.0095,0.354
9.56,0.48,0.0097,0.358
9.57,0.48,0.0097,0.367
9.58,0.46,0.0099,0.367
9.59,0.46,0.0098,0.369
9.6,0.47,0.0098,0.367
9.61,0.47,0.0098,0.37
9.62,0.47,0.0098,0.37
9.63,0.48,0.0098,0.377
9.64,0.48,0.0098,0.377
9.65,0.47,0.0096,0.375
9.66,0.47,0.0096,0.375
9.67,0.48,0.0094,0.374
9.68,0.47,0.0094,0.375
9.69,0.47,0.0096,0.373
9.7,0.47,0.0096,0.373
9.71,0.47,0.0095,0.373
9.72,0.48,0.0094,0.374
9.73,0.48,0.0093,0.374
9.74,0.48,0.0093,0.373
9.75,0.49,0.0092,0.373
9.76,0.48,0.0094,0.382
9.77,0.48,0.0094,0.386
9.78,0.48,0.0094,0.383
9.79,0.48,0.0094,0.383
9.8,0.48,0.0094,0.381
9.81,0.49,0.0094,0.378
9.82,0.49,0.0096,0.382
9.83,0.49,0.0096,0.382
9.84,0.5,0.0097,0.389
9.85,0.49,0.0098,0.391
9.86,0.49,0.0099,0.383
9.87,0.49,0.0098,0.379
9.88,0.49,0.0098,0.381
9.89,0.49,0.0096,0.378
9.91,0.5,0.0095,0.377
9.91,0.5,0.0094,0.383
9.92,0.51,0.0094,0.383
9.93,0.51,0.0094,0.382
9.94,0.51,0.0096,0.377
9.95,0.51,0.0097,0.377
9.96,0.51,0.0098,0.387
9.97,0.51,0.0098,0.387
9.98,0.51,0.0098,0.381
9.99,0.51,0.0098,0.377
10,0.51,0.0098,0.377
10.01,0.51,0.0098,0.377
10.02,0.51,0.0098,0.377
10.03,0.51,0.01,0.381
10.04,0.51,0.0103,0.377
10.05,0.51,0.0103,0.377
10.06,0.51,0.0104,0.377
10.07,0.5,0.0102,0.381
10.08,0.51,0.0103,0.387
10.09,0.51,0.0103,0.387
10.1,0.5,0.0104,0.387
10.11,0.51,0.0105,0.393
10.12,0.5,0.0105,0.393
10.13,0.51,0.0105,0.394
10.14,0.51,0.0105,0.394
10.15,0.51,0.0109,0.395
10.16,0.5,0.011,0.391
10.17,0.5,0.011,0.391
10.18,0.5,0.0109,0.39
10.19,0.5,0.0109,0.393
10.2,0.51,0.0109,0.397
10.21,0.51,0.0111,0.402
10.22,0.51,0.0111,0.402
10.23,0.5,0.0108,0.402
10.24,0.51,0.0108,0.394
10.25,0.51,0.0108,0.391
10.26,0.51,0.0108,0.391
10.27,0.51,0.0108,0.397
10.28,0.51,0.0108,0.394
10.29,0.5,0.0106,0.395
10.3,0.5,0.0105,0.394
10.31,0.5,0.0105,0.394
10.32,0.51,0.0105,0.393
10.33,0.52,0.0104,0.395
10.34,0.51,0.0103,0.395
10.35,0.51,0.0108,0.406
10.36,0.51,0.0108,0.406
10.37,0.51,0.0106,0.405
10.38,0.52,0.0104,0.403
10.39,0.52,0.0103,0.403
10.4,0.52,0.0103,0.397
10.41,0.52,0.0104,0.397
10.42,0.52,0.0103,0.402
10.43,0.53,0.0102,0.407
10.44,0.52,0.0102,0.407
10.45,0.52,0.0102,0.409
10.46,0.52,0.0102,0.411
10.47,0.53,0.0102,0.41
10.48,0.53,0.0102,0.41
10.49,0.53,0.0101,0.405
10.5,0.53,0.01,0.405
10.51,0.53,0.01,0.405
10.52,0.52,0.0103,0.403
10.53,0.52,0.0103,0.403
10.54,0.52,0.0103,0.407
10.55,0.53,0.0103,0.407
10.56,0.53,0.0101,0.401
10.57,0.53,0.0103,0.397
10.58,0.52,0.0106,0.399
10.59,0.53,0.0109,0.406
10.6,0.54,0.0109,0.403
10.61,0.53,0.0109,0.403
10.62,0.53,0.0108,0.402
10.63,0.53,0.0108,0.407
10.64,0.54,0.0107,0.406
10.65,0.54,0.0108,0.406
10.66,0.53,0.0107,0.407
10.67,0.53,0.0109,0.407
10.68,0.53,0.0109,0.397
10.69,0.54,0.0108,0.391
10.7,0.54,0.0108,0.391
10.71,0.55,0.0108,0.399
10.72,0.55,0.011,0.409
10.73,0.55,0.011,0.409
10.74,0.55,0.0112,0.406
10.75,0.54,0.0111,0.406
10.76,0.55,0.0109,0.405
10.77,0.56,0.011,0.405
10.78,0.55,0.0112,0.407
10.79,0.55,0.0113,0.413
10.8,0.55,0.0113,0.417
10.81,0.55,0.0115,0.419
10.82,0.55,0.0115,0.419
10.83,0.55,0.0113,0.414
10.84,0.54,0.0114,0.423
10.85,0.54,0.0116,0.423
10.86,0.55,0.0116,0.423
10.87,0.55,0.0116,0.419
10.88,0.55,0.0113,0.419
10.89,0.54,0.0113,0.421
10.9,0.54,0.0114,0.418
10.91,0.53,0.0114,0.423
10.92,0.53,0.0114,0.423
10.93,0.53,0.0114,0.419
10.94,0.54,0.0113,0.414
10.95,0.54,0.0113,0.414
10.96,0.54,0.0113,0.415
10.97,0.54,0.0113,0.415
10.98,0.54,0.0116,0.419
10.99,0.54,0.0115,0.421
11,0.54,0.0114,0.421
11.01,0.55,0.0111,0.418
11.02,0.56,0.0111,0.423
11.03,0.55,0.0112,0.425
11.04,0.55,0.0112,0.426
11.05,0.55,0.0113,0.431
11.06,0.54,0.0111,0.425
11.07,0.54,0.0111,0.426
11.08,0.55,0.0111,0.426
11.09,0.55,0.011,0.433
11.1,0.54,0.0111,0.434
11.11,0.54,0.0111,0.43
11.12,0.54,0.0111,0.418
11.13,0.54,0.0108,0.418
11.14,0.54,0.0108,0.417
11.15,0.55,0.0109,0.421
11.16,0.55,0.0109,0.421
11.17,0.55,0.0111,0.426
11.18,0.55,0.0113,0.427
11.19,0.54,0.0113,0.427
11.2,0.54,0.0114,0.427
11.21,0.54,0.0114,0.427
11.22,0.54,0.0113,0.426
11.23,0.54,0.0116,0.421
11.24,0.53,0.0117,0.427
11.25,0.54,0.0118,0.429
11.26,0.54,0.0118,0.427
11.27,0.55,0.0117,0.435
11.28,0.55,0.0114,0.439
11.29,0.55,0.0114,0.445
11.3,0.55,0.0113,0.445
11.31,0.55,0.0112,0.437
11.32,0.55,0.0109,0.434
11.33,0.56,0.0108,0.43
11.34,0.56,0.0108,0.43
11.35,0.55,0.0107,0.434
11.36,0.55,0.0106,0.443
11.37,0.55,0.0106,0.439
11.38,0.55,0.0106,0.439
11.39,0.55,0.0109,0.442
11.4,0.55,0.0112,0.443
11.41,0.55,0.0109,0.447
11.42,0.57,0.0109,0.455
11.43,0.57,0.0108,0.455
11.44,0.57,0.0107,0.453
11.45,0.57,0.0104,0.453
11.46,0.57,0.0105,0.445
11.47,0.57,0.0105,0.445
11.48,0.56,0.0107,0.439
11.49,0.56,0.0106,0.439
11.5,0.56,0.0107,0.439
11.51,0.56,0.0107,0.443
11.52,0.56,0.0108,0.443
11.53,0.55,0.011,0.445
11.54,0.56,0.0113,0.446
11.55,0.56,0.0111,0.45
11.56,0.56,0.0111,0.45
11.57,0.57,0.0111,0.45
11.58,0.56,0.0115,0.451
11.59,0.56,0.0115,0.451
11.6,0.56,0.0115,0.451
11.61,0.56,0.0114,0.447
11.62,0.56,0.0116,0.442
11.63,0.57,0.0116,0.446
11.64,0.57,0.0117,0.453
11.65,0.57,0.0117,0.453
11.66,0.57,0.0115,0.459
11.67,0.57,0.0115,0.459
11.68,0.57,0.0112,0.453
11.69,0.57,0.0112,0.453
11.7,0.58,0.0108,0.447
11.71,0.58,0.0108,0.457
11.72,0.57,0.0111,0.455
11.73,0.57,0.0111,0.462
11.74,0.57,0.0111,0.463
11.75,0.57,0.011,0.462
11.76,0.58,0.0109,0.459
11.77,0.57,0.0108,0.459
11.78,0.58,0.0108,0.454
11.79,0.59,0.0108,0.454
11.8,0.59,0.0109,0.457
11.81,0.59,0.0111,0.458
11.82,0.59,0.0111,0.458
11.83,0.59,0.011,0.457
11.84,0.59,0.0108,0.459
11.85,0.59,0.0109,0.459
11.86,0.59,0.0109,0.459
11.87,0.59,0.0108,0.465
11.88,0.59,0.0107,0.47
11.89,0.59,0.0107,0.47
11.9,0.59,0.0109,0.466
11.91,0.59,0.0109,0.466
11.92,0.59,0.0112,0.471
11.93,0.59,0.0112,0.47
11.94,0.59,0.0112,0.47
11.95,0.59,0.0113,0.471
11.96,0.59,0.0112,0.471
11.97,0.59,0.0109,0.466
11.98,0.59,0.0109,0.466
11.99,0.59,0.0109,0.466
12,0.59,0.0111,0.471
12.01,0.59,0.0109,0.473
12.02,0.59,0.0111,0.474
12.03,0.59,0.0111,0.474
12.04,0.59,0.0113,0.473
12.05,0.58,0.0112,0.471
12.06,0.57,0.011,0.461
12.07,0.57,0.0111,0.457
12.08,0.57,0.0111,0.458
12.09,0.57,0.0112,0.455
12.1,0.57,0.0113,0.457
12.11,0.57,0.0113,0.457
12.12,0.57,0.0112,0.463
12.13,0.57,0.0112,0.463
12.14,0.58,0.0111,0.463
12.15,0.58,0.0112,0.461
12.16,0.58,0.0112,0.459
12.17,0.58,0.0112,0.455
12.18,0.59,0.0116,0.458
12.19,0.58,0.0119,0.465
12.2,0.58,0.0118,0.462
12.21,0.58,0.0118,0.462
12.22,0.58,0.0118,0.461
12.23,0.58,0.0117,0.458
12.25,0.59,0.0119,0.451
12.25,0.58,0.0118,0.451
12.26,0.59,0.012,0.461
12.27,0.59,0.0121,0.463
12.28,0.58,0.0121,0.467
12.29,0.58,0.0124,0.463
12.3,0.57,0.0124,0.463
12.31,0.57,0.0124,0.462
12.32,0.58,0.0124,0.462
12.33,0.58,0.0124,0.463
12.34,0.59,0.0124,0.467
12.35,0.59,0.0122,0.467
12.36,0.59,0.0123,0.467
12.37,0.59,0.0125,0.469
12.38,0.59,0.0125,0.469
12.39,0.59,0.0125,0.471
12.4,0.59,0.0127,0.465
12.41,0.59,0.0125,0.466
12.42,0.59,0.0125,0.466
12.43,0.59,0.0125,0.469
12.44,0.59,0.0126,0.467
12.45,0.59,0.0125,0.467
12.46,0.6,0.0125,0.467
12.47,0.6,0.0126,0.466
12.48,0.59,0.0128,0.466
12.49,0.59,0.013,0.471
12.5,0.59,0.013,0.471
12.51,0.58,0.0131,0.469
12.52,0.59,0.0131,0.469
12.53,0.59,0.0129,0.471
12.54,0.59,0.013,0.471
12.55,0.6,0.0128,0.474
12.56,0.6,0.0128,0.478
12.57,0.59,0.0128,0.477
12.58,0.59,0.0128,0.477
12.59,0.6,0.0128,0.477
12.6,0.59,0.0128,0.478
12.61,0.6,0.0128,0.477
12.62,0.61,0.0129,0.485
12.63,0.61,0.0129,0.486
12.64,0.61,0.0129,0.486
12.65,0.61,0.0129,0.485
12.66,0.62,0.0129,0.487
12.67,0.62,0.0129,0.487
12.68,0.63,0.0131,0.478
12.69,0.63,0.0131,0.478
12.7,0.63,0.0131,0.486
12.71,0.63,0.0131,0.482
12.72,0.63,0.0131,0.482
12.73,0.63,0.0132,0.477
12.74,0.64,0.0132,0.477
12.75,0.64,0.0131,0.478
12.76,0.64,0.0131,0.478
12.77,0.63,0.0131,0.489
12.78,0.63,0.0131,0.489
12.79,0.63,0.0131,0.489
12.8,0.63,0.013,0.478
12.81,0.63,0.013,0.478
12.82,0.63,0.0131,0.482
12.83,0.64,0.0133,0.481
12.84,0.63,0.0134,0.497
12.85,0.64,0.0134,0.494
12.86,0.65,0.0135,0.493
12.87,0.64,0.0134,0.491
12.88,0.64,0.0133,0.486
12.89,0.64,0.0133,0.486
12.9,0.63,0.0131,0.486
12.91,0.63,0.0132,0.491
12.92,0.63,0.0133,0.494
12.93,0.63,0.0131,0.487
12.94,0.63,0.0131,0.487
12.95,0.63,0.0132,0.498
12.96,0.63,0.0131,0.502
12.97,0.63,0.0132,0.507
12.98,0.63,0.0132,0.507
12.99,0.63,0.013,0.514
13,0.63,0.013,0.522
13.01,0.63,0.0131,0.522
13.02,0.63,0.0131,0.524
13.03,0.63,0.0131,0.523
13.04,0.63,0.0132,0.53
13.05,0.63,0.0131,0.536
13.06,0.64,0.0131,0.536
13.07,0.65,0.0131,0.527
13.08,0.65,0.0131,0.527
13.09,0.65,0.0131,0.527
13.1,0.65,0.0131,0.515
13.11,0.65,0.0131,0.515
13.12,0.65,0.013,0.519
13.13,0.65,0.0131,0.519
13.14,0.65,0.0132,0.516
13.15,0.65,0.013,0.518
13.16,0.65,0.013,0.518
13.17,0.66,0.0131,0.52
13.18,0.65,0.0131,0.518
13.19,0.65,0.0131,0.524
13.2,0.65,0.0131,0.524
13.21,0.65,0.0132,0.53
13.22,0.66,0.0131,0.53
13.23,0.66,0.0131,0.531
13.24,0.68,0.0131,0.532
13.25,0.67,0.0131,0.532
13.26,0.67,0.0132,0.534
13.27,0.67,0.013,0.531
13.28,0.67,0.013,0.531
13.29,0.65,0.0129,0.534
13.3,0.65,0.0129,0.534
13.31,0.65,0.013,0.53
13.32,0.66,0.0132,0.531
13.33,0.65,0.0132,0.531
13.34,0.65,0.0131,0.53
13.35,0.65,0.0133,0.527
13.36,0.65,0.0135,0.523
13.37,0.65,0.0135,0.523
13.38,0.65,0.0136,0.523
13.39,0.65,0.0136,0.523
13.4,0.66,0.0136,0.526
13.41,0.66,0.0137,0.527
13.42,0.65,0.0137,0.524
13.43,0.65,0.0137,0.524
13.44,0.65,0.0139,0.523
13.45,0.65,0.0139,0.527
13.46,0.65,0.0138,0.526
13.47,0.65,0.0139,0.528
13.48,0.65,0.0139,0.528
13.49,0.65,0.014,0.534
13.5,0.65,0.014,0.536
13.51,0.64,0.0139,0.538
13.52,0.65,0.014,0.538
13.53,0.65,0.0142,0.544
13.54,0.65,0.0141,0.544
13.55,0.65,0.0141,0.544
13.56,0.65,0.0141,0.548
13.57,0.65,0.0141,0.548
13.58,0.66,0.0139,0.538
13.59,0.65,0.0139,0.538
13.6,0.65,0.0135,0.544
13.61,0.65,0.0135,0.539
13.62,0.65,0.0134,0.528
13.63,0.66,0.0135,0.514
13.64,0.66,0.0135,0.515
13.65,0.66,0.0134,0.515
13.66,0.67,0.0134,0.522
13.67,0.67,0.0134,0.526
13.68,0.68,0.0128,0.523
13.69,0.67,0.0127,0.523
13.7,0.68,0.0128,0.52
13.71,0.68,0.0128,0.526
13.72,0.68,0.0128,0.526
13.73,0.68,0.013,0.536
13.74,0.68,0.013,0.536
13.75,0.68,0.0128,0.53
13.76,0.68,0.0128,0.53
13.77,0.68,0.0128,0.53
13.78,0.68,0.0126,0.532
13.79,0.69,0.0126,0.532
13.8,0.68,0.0126,0.536
13.81,0.68,0.0126,0.536
13.82,0.67,0.0127,0.54
13.83,0.67,0.0125,0.542
13.84,0.66,0.0126,0.536
13.85,0.66,0.0128,0.539
13.86,0.67,0.0128,0.539
13.87,0.67,0.0131,0.538
13.88,0.67,0.0131,0.542
13.89,0.67,0.0131,0.54
13.9,0.67,0.013,0.54
13.91,0.67,0.0133,0.539
13.92,0.67,0.0134,0.534
13.93,0.67,0.0135,0.536
13.94,0.67,0.0135,0.536
13.95,0.67,0.0136,0.532
13.96,0.67,0.0134,0.53
13.97,0.67,0.0133,0.524
13.98,0.67,0.0134,0.524
13.99,0.66,0.0132,0.528
14,0.66,0.0133,0.528
14.01,0.67,0.0133,0.535
14.02,0.67,0.0135,0.54
14.03,0.67,0.0135,0.54
14.04,0.67,0.0135,0.547
14.05,0.67,0.0134,0.552
14.06,0.67,0.0134,0.552
14.07,0.68,0.0133,0.546
14.08,0.68,0.0133,0.546
14.09,0.69,0.0135,0.55
14.1,0.69,0.0135,0.55
14.11,0.69,0.0135,0.551
14.12,0.67,0.0135,0.551
14.13,0.67,0.0136,0.554
14.14,0.66,0.0134,0.552
14.15,0.66,0.0134,0.543
14.16,0.66,0.0134,0.543
14.17,0.66,0.0137,0.534
14.18,0.67,0.0135,0.54
14.19,0.67,0.0131,0.538
14.2,0.68,0.0131,0.536
14.21,0.68,0.0131,0.536
14.22,0.69,0.0133,0.539
14.23,0.69,0.0135,0.54
14.24,0.69,0.0138,0.542
14.25,0.68,0.0136,0.54
14.26,0.67,0.0136,0.54
14.27,0.67,0.0134,0.544
14.28,0.67,0.0135,0.534
14.29,0.67,0.0132,0.522
14.3,0.68,0.0133,0.523
14.31,0.69,0.0133,0.526
14.32,0.69,0.0133,0.523
14.33,0.69,0.0133,0.524
14.34,0.69,0.0133,0.524
14.35,0.69,0.0132,0.526
14.36,0.69,0.0133,0.536
14.37,0.69,0.0133,0.536
14.38,0.7,0.0134,0.54
14.39,0.69,0.0133,0.534
14.4,0.69,0.0131,0.53
14.41,0.69,0.0132,0.523
14.42,0.69,0.0132,0.523
14.43,0.69,0.0134,0.528
14.44,0.7,0.0133,0.53
14.45,0.69,0.0137,0.532
14.46,0.69,0.0142,0.54
14.47,0.69,0.0142,0.54
14.48,0.69,0.0142,0.539
14.49,0.68,0.0142,0.527
14.5,0.68,0.0141,0.524
14.51,0.67,0.0139,0.52
14.52,0.67,0.0139,0.52
14.53,0.67,0.0137,0.523
14.54,0.68,0.0139,0.535
14.55,0.68,0.0139,0.538
14.56,0.68,0.0139,0.538
14.57,0.68,0.0139,0.539
14.58,0.68,0.0141,0.547
14.59,0.68,0.0141,0.547
14.6,0.69,0.0141,0.543
14.61,0.68,0.014,0.539
14.62,0.68,0.0141,0.539
14.63,0.67,0.0143,0.535
14.64,0.67,0.0143,0.535
14.65,0.67,0.0143,0.531
14.66,0.68,0.0143,0.544
14.67,0.67,0.0145,0.54
14.68,0.68,0.0146,0.539
14.69,0.68,0.0146,0.539
14.7,0.67,0.0146,0.532
14.71,0.67,0.0146,0.53
14.72,0.67,0.0146,0.536
14.73,0.67,0.0144,0.536
14.74,0.67,0.0145,0.54
14.75,0.68,0.0146,0.54
14.76,0.69,0.0146,0.543
14.77,0.69,0.0146,0.544
14.78,0.68,0.0146,0.544
14.79,0.67,0.0148,0.532
14.8,0.67,0.015,0.531
14.81,0.67,0.015,0.53
14.82,0.68,0.0149,0.527
14.83,0.69,0.0151,0.527
14.84,0.69,0.0152,0.538
14.85,0.68,0.0154,0.542
14.86,0.69,0.0154,0.543
14.87,0.67,0.0155,0.527
14.88,0.68,0.0153,0.528
14.89,0.68,0.015,0.539
14.9,0.69,0.015,0.535
14.91,0.68,0.015,0.535
14.92,0.68,0.0149,0.534
14.93,0.67,0.0147,0.534
14.94,0.67,0.0147,0.536
14.95,0.67,0.0146,0.536
14.96,0.68,0.0147,0.524
14.97,0.68,0.0148,0.524
14.98,0.68,0.0148,0.524
14.99,0.68,0.0148,0.534
15,0.69,0.0147,0.534
15.01,0.69,0.0146,0.542
15.02,0.69,0.0149,0.548
15.03,0.69,0.0149,0.548
15.04,0.69,0.0152,0.538
15.05,0.7,0.015,0.536
15.06,0.71,0.015,0.544
15.07,0.71,0.0152,0.544
15.08,0.71,0.0152,0.543
15.09,0.71,0.0153,0.548
15.1,0.71,0.015,0.554
15.11,0.71,0.0149,0.551
15.12,0.72,0.0149,0.556
15.13,0.72,0.0149,0.556
15.14,0.71,0.0149,0.562
15.15,0.71,0.0149,0.562
15.16,0.71,0.0149,0.571
15.17,0.71,0.0149,0.571
15.18,0.71,0.0149,0.574
15.19,0.71,0.0151,0.582
15.2,0.71,0.0151,0.582
15.21,0.71,0.0151,0.595
15.22,0.71,0.0153,0.595
15.23,0.71,0.0154,0.586
15.24,0.71,0.0154,0.586
15.25,0.7,0.0153,0.571
15.26,0.7,0.0155,0.567
15.27,0.7,0.0153,0.567
15.28,0.69,0.0151,0.564
15.29,0.69,0.0151,0.56
15.3,0.69,0.0151,0.56
15.31,0.69,0.0152,0.56
15.32,0.69,0.0152,0.551
15.33,0.69,0.0151,0.551
15.34,0.69,0.0152,0.554
15.35,0.69,0.0152,0.554
15.36,0.69,0.0153,0.564
15.37,0.67,0.0157,0.559
15.38,0.67,0.0157,0.555
15.39,0.69,0.0157,0.559
15.4,0.69,0.0157,0.559
15.41,0.69,0.0157,0.556
15.42,0.69,0.0157,0.556
15.43,0.69,0.0158,0.548
15.44,0.69,0.0158,0.548
15.45,0.7,0.016,0.56
15.46,0.7,0.016,0.563
15.47,0.7,0.016,0.562
15.48,0.7,0.0161,0.563
15.49,0.7,0.016,0.564
15.5,0.7,0.0157,0.566
15.51,0.69,0.0157,0.566
15.52,0.7,0.0155,0.56
15.53,0.7,0.0154,0.562
15.54,0.72,0.0149,0.576
15.55,0.72,0.015,0.574
15.56,0.72,0.015,0.574
15.57,0.73,0.0152,0.583
15.58,0.73,0.015,0.584
15.59,0.73,0.0146,0.579
15.6,0.73,0.0146,0.591
15.61,0.73,0.0146,0.591
15.62,0.73,0.0148,0.583
15.63,0.73,0.0147,0.578
15.64,0.73,0.0147,0.578
15.65,0.73,0.0147,0.586
15.66,0.72,0.0147,0.591
15.67,0.72,0.0149,0.584
15.68,0.71,0.0148,0.586
15.69,0.71,0.0148,0.586
15.7,0.71,0.0146,0.586
15.71,0.71,0.0146,0.586
15.72,0.72,0.0145,0.579
15.73,0.72,0.0145,0.578
15.74,0.72,0.0143,0.574
15.75,0.73,0.0141,0.579
15.76,0.74,0.0141,0.579
15.77,0.74,0.0146,0.583
15.78,0.73,0.0146,0.583
15.79,0.73,0.0147,0.575
15.8,0.73,0.0146,0.575
15.81,0.73,0.0146,0.576
15.82,0.73,0.0146,0.57
15.83,0.73,0.0147,0.566
15.84,0.73,0.0144,0.571
15.85,0.73,0.0143,0.571
15.86,0.73,0.0143,0.579
15.87,0.73,0.0145,0.59
15.88,0.73,0.0145,0.59
15.89,0.72,0.0147,0.592
15.9,0.73,0.0143,0.582
15.91,0.73,0.0143,0.582
15.92,0.75,0.0139,0.586
15.93,0.73,0.0141,0.592
15.94,0.73,0.0142,0.586
15.95,0.74,0.0145,0.588
15.96,0.74,0.0145,0.588
15.97,0.74,0.0145,0.587
15.98,0.74,0.0145,0.587
15.99,0.75,0.0146,0.583
16,0.75,0.0146,0.583
16.01,0.74,0.0145,0.584
16.02,0.74,0.0145,0.583
16.03,0.74,0.0146,0.583
16.04,0.73,0.0144,0.571
16.05,0.74,0.0143,0.576
16.06,0.74,0.0144,0.584
16.07,0.74,0.0144,0.584
16.08,0.74,0.0144,0.584
16.09,0.74,0.0144,0.579
16.1,0.74,0.0143,0.58
16.11,0.74,0.0141,0.58
16.12,0.74,0.0142,0.587
16.13,0.74,0.0145,0.591
16.14,0.74,0.0146,0.587
16.15,0.74,0.0146,0.587
16.16,0.74,0.0145,0.586
16.17,0.74,0.0145,0.586
16.18,0.74,0.0144,0.58
16.19,0.75,0.0146,0.586
16.2,0.75,0.0146,0.586
16.21,0.75,0.0147,0.598
16.22,0.74,0.0147,0.598
16.23,0.74,0.0147,0.602
16.24,0.74,0.0147,0.602
16.25,0.74,0.0147,0.599
16.26,0.74,0.0147,0.586
16.27,0.74,0.0147,0.586
16.28,0.74,0.0148,0.584
16.29,0.74,0.0148,0.584
16.3,0.74,0.0148,0.586
16.31,0.74,0.0148,0.595
16.32,0.73,0.0148,0.595
16.33,0.73,0.0149,0.588
16.34,0.73,0.0149,0.588
16.35,0.73,0.0149,0.588
16.36,0.72,0.0148,0.595
16.37,0.72,0.0148,0.595
16.38,0.73,0.0148,0.598
16.39,0.73,0.0148,0.599
16.4,0.73,0.015,0.6
16.41,0.72,0.0151,0.603
16.42,0.72,0.0151,0.602
16.43,0.72,0.0154,0.599
16.44,0.72,0.0154,0.602
16.45,0.71,0.0155,0.602
16.46,0.71,0.0155,0.602
16.47,0.72,0.0155,0.594
16.48,0.72,0.0155,0.591
16.49,0.72,0.0155,0.578
16.5,0.71,0.0154,0.586
