z,qc,fs,u2
16.51,0.71,0.0154,0.586
16.52,0.71,0.0153,0.579
16.53,0.72,0.0152,0.584
16.54,0.73,0.0152,0.584
16.55,0.73,0.0151,0.594
16.56,0.73,0.0151,0.594
16.57,0.73,0.0152,0.59
16.58,0.73,0.0152,0.59
16.59,0.73,0.0151,0.598
16.6,0.74,0.0152,0.59
16.61,0.74,0.0149,0.587
16.62,0.73,0.0148,0.587
16.63,0.73,0.0148,0.587
16.64,0.73,0.015,0.586
16.65,0.72,0.0152,0.59
16.66,0.72,0.0152,0.59
16.67,0.72,0.0152,0.594
16.68,0.72,0.0152,0.592
16.69,0.72,0.0151,0.586
16.7,0.74,0.0149,0.588
16.71,0.74,0.0149,0.596
16.72,0.73,0.015,0.59
16.73,0.73,0.015,0.59
16.74,0.73,0.0148,0.594
16.75,0.72,0.0149,0.6
16.76,0.72,0.0149,0.6
16.77,0.73,0.015,0.607
16.78,0.73,0.0151,0.607
16.79,0.73,0.0153,0.598
16.8,0.73,0.0153,0.598
16.81,0.73,0.0152,0.612
16.82,0.73,0.0152,0.608
16.83,0.73,0.0154,0.604
16.84,0.73,0.0155,0.615
16.85,0.73,0.0155,0.615
16.86,0.74,0.0155,0.608
16.87,0.73,0.0154,0.614
16.88,0.73,0.0154,0.615
16.89,0.72,0.0153,0.615
16.9,0.73,0.0153,0.604
16.91,0.72,0.0151,0.604
16.92,0.73,0.0151,0.604
16.93,0.73,0.0151,0.61
16.94,0.73,0.0152,0.61
16.95,0.73,0.0152,0.612
16.96,0.73,0.0152,0.607
16.97,0.73,0.0153,0.596
16.98,0.73,0.0153,0.596
16.99,0.74,0.0155,0.596
17,0.73,0.0155,0.596
17.01,0.74,0.0157,0.595
17.02,0.75,0.0158,0.599
17.03,0.74,0.0158,0.599
17.04,0.75,0.016,0.6
17.05,0.75,0.0163,0.598
17.06,0.75,0.0165,0.607
17.07,0.75,0.0166,0.607
17.08,0.75,0.0167,0.608
17.09,0.75,0.0169,0.616
17.1,0.74,0.0169,0.607
17.11,0.74,0.0169,0.607
17.12,0.74,0.0168,0.611
17.13,0.74,0.0168,0.602
17.14,0.75,0.017,0.608
17.15,0.75,0.017,0.615
17.16,0.74,0.0172,0.61
17.17,0.74,0.0172,0.61
17.18,0.74,0.0173,0.624
17.19,0.74,0.0175,0.628
17.2,0.74,0.0175,0.628
17.21,0.75,0.0175,0.626
17.22,0.75,0.0172,0.628
17.23,0.75,0.0172,0.628
17.24,0.76,0.0175,0.628
17.25,0.76,0.0175,0.628
17.26,0.75,0.0175,0.63
17.27,0.75,0.0175,0.634
17.28,0.75,0.0173,0.628
17.29,0.75,0.0173,0.628
17.3,0.75,0.0173,0.634
17.31,0.74,0.0172,0.632
17.32,0.74,0.0172,0.631
17.33,0.75,0.0171,0.631
17.34,0.75,0.017,0.631
17.35,0.75,0.0173,0.63
17.36,0.75,0.0172,0.63
17.37,0.75,0.0175,0.623
17.38,0.75,0.0179,0.624
17.39,0.75,0.0178,0.624
17.4,0.75,0.0178,0.626
17.41,0.77,0.0178,0.626
17.42,0.77,0.0176,0.634
17.43,0.77,0.0176,0.632
17.44,0.76,0.0177,0.636
17.45,0.76,0.0178,0.636
17.46,0.75,0.0178,0.636
17.47,0.75,0.0178,0.634
17.48,0.75,0.0178,0.639
17.49,0.75,0.0177,0.639
17.5,0.75,0.0177,0.64
17.51,0.75,0.0176,0.639
17.52,0.75,0.0175,0.64
17.53,0.76,0.0176,0.632
17.54,0.76,0.0176,0.636
17.55,0.77,0.0176,0.628
17.56,0.76,0.0176,0.628
17.57,0.76,0.0176,0.635
17.58,0.76,0.0175,0.638
17.59,0.76,0.0175,0.638
17.6,0.75,0.0175,0.636
17.61,0.75,0.0175,0.638
17.62,0.75,0.0174,0.639
17.63,0.75,0.0175,0.639
17.64,0.76,0.0176,0.64
17.65,0.76,0.0177,0.639
17.66,0.75,0.0177,0.635
17.67,0.75,0.0178,0.64
17.68,0.75,0.0179,0.64
17.69,0.75,0.0179,0.64
17.7,0.75,0.0178,0.642
17.71,0.75,0.0178,0.638
17.72,0.74,0.0178,0.638
17.73,0.75,0.0179,0.639
17.74,0.75,0.0179,0.639
17.75,0.75,0.0179,0.636
17.76,0.75,0.0179,0.636
17.77,0.75,0.0179,0.636
17.78,0.75,0.0179,0.636
17.79,0.75,0.018,0.634
17.8,0.75,0.0179,0.632
17.81,0.75,0.0179,0.635
17.82,0.75,0.0179,0.635
17.83,0.75,0.0179,0.639
17.84,0.75,0.0179,0.643
17.85,0.75,0.0179,0.643
17.86,0.75,0.0178,0.648
17.87,0.75,0.0178,0.65
17.88,0.75,0.0177,0.654
17.89,0.75,0.0176,0.652
17.9,0.75,0.0176,0.652
17.91,0.75,0.0173,0.651
17.92,0.76,0.0173,0.65
17.93,0.77,0.0175,0.648
17.94,0.77,0.0176,0.648
17.95,0.76,0.0175,0.648
17.96,0.76,0.0177,0.651
17.97,0.75,0.0177,0.648
17.98,0.75,0.0177,0.652
17.99,0.75,0.0177,0.652
18,0.75,0.0176,0.655
18.01,0.75,0.0175,0.656
18.02,0.75,0.0177,0.658
18.03,0.75,0.0177,0.658
18.04,0.77,0.0176,0.652
18.05,0.77,0.0178,0.654
18.06,0.76,0.0178,0.655
18.07,0.76,0.0178,0.655
18.08,0.75,0.0178,0.65
18.09,0.76,0.0178,0.647
18.1,0.76,0.0176,0.65
18.11,0.76,0.0177,0.65
18.13,0.75,0.0179,0.65
18.13,0.75,0.0179,0.654
18.14,0.75,0.0179,0.648
18.15,0.75,0.0176,0.646
18.16,0.77,0.0176,0.648
18.17,0.77,0.0176,0.648
18.18,0.77,0.0179,0.65
18.19,0.77,0.0179,0.654
18.2,0.77,0.0179,0.654
18.21,0.76,0.0176,0.646
18.22,0.76,0.0176,0.646
18.23,0.77,0.0175,0.646
18.24,0.77,0.0175,0.644
18.25,0.77,0.0175,0.654
18.26,0.77,0.0176,0.658
18.27,0.77,0.0176,0.662
18.28,0.77,0.0177,0.658
18.29,0.77,0.0178,0.658
18.3,0.77,0.0179,0.652
18.31,0.76,0.0177,0.648
18.32,0.77,0.0177,0.656
18.33,0.76,0.0179,0.654
18.34,0.77,0.0179,0.654
18.35,0.76,0.0177,0.656
18.36,0.76,0.0177,0.664
18.37,0.76,0.0177,0.658
18.38,0.77,0.0175,0.658
18.39,0.77,0.0175,0.652
18.4,0.77,0.0175,0.652
18.41,0.77,0.0174,0.652
18.42,0.77,0.0174,0.651
18.43,0.78,0.0177,0.651
18.44,0.79,0.0178,0.651
18.45,0.79,0.0177,0.648
18.46,0.79,0.0177,0.648
18.47,0.79,0.0177,0.648
18.48,0.78,0.0179,0.651
18.49,0.79,0.0178,0.65
18.5,0.79,0.0179,0.658
18.51,0.78,0.0179,0.655
18.52,0.78,0.0179,0.655
18.53,0.78,0.0178,0.655
18.54,0.78,0.0178,0.662
18.55,0.78,0.0178,0.659
18.56,0.78,0.0177,0.659
18.57,0.78,0.0177,0.654
18.58,0.78,0.0179,0.656
18.59,0.78,0.0178,0.655
18.6,0.79,0.0178,0.655
18.61,0.79,0.0176,0.66
18.62,0.79,0.0176,0.662
18.63,0.79,0.0178,0.668
18.64,0.79,0.0178,0.67
18.65,0.79,0.0179,0.67
18.66,0.79,0.0182,0.672
18.67,0.79,0.0184,0.676
18.68,0.78,0.0183,0.672
18.69,0.78,0.0183,0.672
18.7,0.78,0.0182,0.675
18.71,0.78,0.0182,0.674
18.72,0.78,0.0183,0.678
18.73,0.77,0.0183,0.68
18.74,0.77,0.0183,0.68
18.75,0.77,0.0183,0.674
18.76,0.77,0.0183,0.671
18.77,0.77,0.0183,0.672
18.78,0.77,0.0183,0.672
18.79,0.77,0.0184,0.671
18.8,0.77,0.0183,0.672
18.81,0.77,0.0183,0.671
18.82,0.78,0.0183,0.667
18.83,0.78,0.0182,0.667
18.84,0.79,0.0181,0.671
18.85,0.79,0.0181,0.667
18.86,0.79,0.0181,0.671
18.87,0.8,0.0181,0.671
18.88,0.8,0.0181,0.678
18.89,0.8,0.0183,0.67
18.9,0.8,0.0183,0.67
18.91,0.8,0.0182,0.667
18.92,0.8,0.0183,0.66
18.93,0.8,0.0183,0.668
18.94,0.79,0.0184,0.666
18.95,0.8,0.0185,0.666
18.96,0.8,0.0185,0.672
18.97,0.79,0.0186,0.679
18.98,0.79,0.0187,0.683
18.99,0.78,0.0186,0.686
19,0.78,0.0187,0.686
19.01,0.78,0.0187,0.686
19.02,0.79,0.0186,0.684
19.03,0.79,0.0186,0.683
19.04,0.79,0.0187,0.68
19.05,0.79,0.0187,0.68
19.06,0.8,0.0186,0.687
19.07,0.8,0.019,0.69
19.08,0.8,0.019,0.69
19.09,0.79,0.019,0.69
19.1,0.79,0.0191,0.69
19.11,0.78,0.0192,0.69
19.12,0.78,0.0192,0.69
19.13,0.77,0.0193,0.688
19.14,0.77,0.019,0.68
19.15,0.78,0.0189,0.686
19.16,0.79,0.0188,0.691
19.17,0.79,0.0188,0.691
19.18,0.79,0.0186,0.69
19.19,0.8,0.0185,0.691
19.2,0.8,0.0184,0.684
19.21,0.8,0.0184,0.684
19.22,0.8,0.0182,0.671
19.23,0.8,0.0183,0.672
19.24,0.8,0.0184,0.675
19.25,0.8,0.0184,0.675
19.26,0.8,0.0185,0.675
19.27,0.8,0.0185,0.678
19.28,0.8,0.0185,0.676
19.29,0.79,0.0183,0.679
19.3,0.79,0.0183,0.676
19.31,0.8,0.0184,0.68
19.32,0.8,0.0184,0.68
19.33,0.8,0.0185,0.688
19.34,0.8,0.0185,0.688
19.35,0.79,0.0186,0.684
19.36,0.79,0.0184,0.679
19.37,0.79,0.0184,0.676
19.38,0.79,0.0182,0.676
19.39,0.79,0.0182,0.676
19.4,0.8,0.0182,0.68
19.41,0.81,0.018,0.688
19.42,0.81,0.0181,0.692
19.43,0.81,0.0181,0.692
19.44,0.81,0.0181,0.691
19.45,0.81,0.0184,0.686
19.46,0.81,0.0186,0.683
19.47,0.8,0.0185,0.679
19.48,0.8,0.0183,0.68
19.49,0.8,0.0182,0.68
19.5,0.8,0.0181,0.68
19.51,0.81,0.018,0.683
19.52,0.81,0.018,0.688
19.53,0.83,0.018,0.688
19.54,0.83,0.0183,0.696
19.55,0.83,0.0185,0.703
19.56,0.83,0.0184,0.7
19.57,0.83,0.0184,0.699
19.58,0.83,0.0184,0.702
19.59,0.83,0.0185,0.7
19.6,0.83,0.0184,0.707
19.61,0.83,0.0184,0.707
19.62,0.84,0.018,0.698
19.63,0.83,0.0183,0.702
19.64,0.83,0.0183,0.707
19.65,0.83,0.0183,0.702
19.66,0.83,0.0183,0.702
19.67,0.83,0.0183,0.709
19.68,0.82,0.0183,0.709
19.69,0.82,0.0183,0.715
19.7,0.81,0.0183,0.717
19.71,0.81,0.0183,0.717
19.72,0.81,0.0182,0.712
19.73,0.81,0.0182,0.712
19.74,0.81,0.0181,0.708
19.75,0.82,0.0181,0.708
19.76,0.82,0.0182,0.707
19.77,0.82,0.0183,0.713
19.78,0.82,0.0183,0.713
19.79,0.82,0.0183,0.712
19.8,0.82,0.0182,0.704
19.81,0.84,0.0181,0.706
19.82,0.84,0.0182,0.712
19.83,0.84,0.0183,0.712
19.84,0.84,0.0183,0.715
19.85,0.84,0.0183,0.712
19.86,0.83,0.0183,0.679
19.87,0.83,0.0183,0.679
19.88,0.83,0.0183,0.709
19.89,0.83,0.0185,0.713
19.9,0.84,0.0185,0.717
19.91,0.84,0.0185,0.725
19.92,0.83,0.0186,0.725
19.93,0.83,0.0186,0.725
19.94,0.83,0.0188,0.727
19.95,0.84,0.0188,0.721
19.96,0.84,0.0188,0.721
19.97,0.83,0.0188,0.721
19.98,0.83,0.0188,0.72
19.99,0.83,0.0187,0.715
20,0.82,0.0187,0.713
20.01,0.83,0.0188,0.712
20.02,0.83,0.0188,0.713
20.03,0.84,0.0188,0.713
20.04,0.84,0.019,0.719
20.05,0.84,0.019,0.719
20.06,0.84,0.0191,0.712
20.07,0.83,0.0191,0.717
20.08,0.84,0.019,0.719
20.09,0.84,0.0189,0.713
20.1,0.84,0.0189,0.713
20.11,0.85,0.0189,0.719
20.12,0.84,0.019,0.715
20.13,0.84,0.019,0.704
20.14,0.83,0.019,0.704
20.15,0.84,0.019,0.708
20.16,0.85,0.019,0.712
20.17,0.84,0.019,0.712
20.18,0.84,0.019,0.712
20.19,0.83,0.0191,0.713
20.2,0.84,0.019,0.713
20.21,0.85,0.0192,0.713
20.22,0.85,0.0192,0.713
20.23,0.85,0.0192,0.713
20.24,0.85,0.019,0.721
20.25,0.85,0.019,0.717
20.26,0.84,0.0189,0.723
20.27,0.85,0.019,0.723
20.28,0.84,0.0189,0.723
20.29,0.84,0.0187,0.723
20.3,0.84,0.019,0.728
20.31,0.83,0.0191,0.733
20.32,0.83,0.0191,0.733
20.33,0.84,0.0191,0.735
20.34,0.83,0.0191,0.732
20.35,0.83,0.0191,0.729
20.36,0.83,0.0189,0.728
20.37,0.83,0.0188,0.728
20.38,0.84,0.0185,0.727
20.39,0.85,0.0185,0.727
20.4,0.85,0.0185,0.731
20.41,0.84,0.0185,0.731
